Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;"Servicos de Consultoria";;6.000,00;55.000,00;49.998,00;49.998,00;49.998,00;100,00
;;;;;"SEM APLICACAO";6.000,00;55.000,00;49.998,00;49.998,00;49.998,00;100,00
;"SECRETARIA DE ADMINISTRACAO   ADMINISTRACAO DIRETA";;;;;7.559.500,00;7.581.880,00;7.571.329,28;7.446.981,40;6.924.184,43;91,45
;;"DESPESAS CORRENTES";;;;7.498.500,00;7.538.090,00;7.537.539,28;7.439.191,40;6.916.394,43;91,76
;;;"OUTRAS DESPESAS CORRENTES";;;3.177.800,00;3.086.140,00;3.085.689,15;2.987.341,27;2.871.997,48;93,07
;;;;"Auxilio Alimentacao";;2.000,00;300,00;300,00;300,00;300,00;100,00
;;;;;"SEM APLICACAO";2.000,00;300,00;300,00;300,00;300,00;100,00
;;;;"Despesas de Exercicios Anteriores";;27.100,00;16.860,00;16.857,87;16.857,87;16.857,87;100,00
;;;;;"SEM APLICACAO";27.100,00;16.860,00;16.857,87;16.857,87;16.857,87;100,00
;;;;"Diarias   Civil";;17.000,00;1.250,00;1.250,00;1.250,00;1.250,00;100,00
;;;;;"SEM APLICACAO";17.000,00;1.250,00;1.250,00;1.250,00;1.250,00;100,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;46.000,00;74.343,00;74.334,56;74.334,56;49.737,16;66,91
;;;;;"SEM APLICACAO";46.000,00;74.343,00;74.334,56;74.334,56;49.737,16;66,91
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;2.165.700,00;2.366.857,00;2.366.420,20;2.294.570,35;2.203.823,96;93,13
;;;;;"SEM APLICACAO";2.165.700,00;2.366.857,00;2.366.420,20;2.294.570,35;2.203.823,96;93,13
;;;;"Passagens e Despesas com Locomocao";;174.000,00;118.530,00;118.526,56;113.195,20;113.195,20;95,50
;;;;;"SEM APLICACAO";174.000,00;118.530,00;118.526,56;113.195,20;113.195,20;95,50
;;;;"Servicos de Consultoria";;738.000,00;508.000,00;507.999,96;486.833,29;486.833,29;95,83
;;;;;"SEM APLICACAO";738.000,00;508.000,00;507.999,96;486.833,29;486.833,29;95,83
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.320.700,00;4.451.950,00;4.451.850,13;4.451.850,13;4.044.396,95;90,85
;;;;"Outras Despesas Variaveis   Pessoal Civil";;111.400,00;132.550,00;132.487,53;132.487,53;107.064,35;80,81
;;;;;"SEM APLICACAO";111.400,00;132.550,00;132.487,53;132.487,53;107.064,35;80,81
;;;;"Pensoes";;708.000,00;631.450,00;631.445,05;631.445,05;580.336,41;91,91
;;;;;"SEM APLICACAO";708.000,00;631.450,00;631.445,05;631.445,05;580.336,41;91,91
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;1.000,00;23.990,00;23.989,20;23.989,20;23.989,20;100,00
;;;;;"SEM APLICACAO";1.000,00;23.990,00;23.989,20;23.989,20;23.989,20;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.500.300,00;3.663.960,00;3.663.928,35;3.663.928,35;3.333.006,99;90,97
;;;;;"SEM APLICACAO";3.500.300,00;3.663.960,00;3.663.928,35;3.663.928,35;3.333.006,99;90,97
;;"DESPESAS DE CAPITAL";;;;61.000,00;43.790,00;33.790,00;7.790,00;7.790,00;23,05
;;;"INVESTIMENTOS";;;61.000,00;43.790,00;33.790,00;7.790,00;7.790,00;23,05
;;;;"Equipamentos e Material Permanente";;56.000,00;38.790,00;33.790,00;7.790,00;7.790,00;23,05
;;;;;"SEM APLICACAO";56.000,00;38.790,00;33.790,00;7.790,00;7.790,00;23,05
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ASSUNTOS JURIDICOS   ADMINISTRACAO DIRETA";;;;;15.951.000,00;17.925.620,00;17.925.559,09;17.816.359,09;15.509.233,59;86,52
;;"DESPESAS CORRENTES";;;;15.936.000,00;17.925.620,00;17.925.559,09;17.816.359,09;15.509.233,59;86,52
;;;"OUTRAS DESPESAS CORRENTES";;;2.984.000,00;2.842.780,00;2.842.749,52;2.733.549,52;1.674.477,22;58,90
;;;;"Despesas de Exercicios Anteriores";;4.000,00;300,00;293,79;293,79;293,79;100,00
;;;;;"SEM APLICACAO";4.000,00;300,00;293,79;293,79;293,79;100,00
;;;;"Diarias   Civil";;18.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";18.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;75.000,00;1.030,00;1.025,00;1.025,00;1.025,00;100,00
;;;;;"SEM APLICACAO";75.000,00;1.030,00;1.025,00;1.025,00;1.025,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;374.000,00;214.720,00;214.708,99;214.708,99;193.636,69;90,19
;;;;;"SEM APLICACAO";374.000,00;214.720,00;214.708,99;214.708,99;193.636,69;90,19
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;498.000,00;101.730,00;101.721,74;101.721,74;101.721,74;100,00
;;;;;"SEM APLICACAO";498.000,00;101.730,00;101.721,74;101.721,74;101.721,74;100,00
;;;;"Servicos de Consultoria";;1.952.000,00;2.525.000,00;2.525.000,00;2.415.800,00;1.377.800,00;54,57
;;;;;"SEM APLICACAO";1.952.000,00;2.525.000,00;2.525.000,00;2.415.800,00;1.377.800,00;54,57
;;;"PESSOAL E ENCARGOS SOCIAIS";;;12.952.000,00;15.082.840,00;15.082.809,57;15.082.809,57;13.834.756,37;91,73
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.084.000,00;1.639.520,00;1.639.511,10;1.639.511,10;1.528.541,15;93,23
;;;;;"SEM APLICACAO";1.084.000,00;1.639.520,00;1.639.511,10;1.639.511,10;1.528.541,15;93,23
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;54.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";54.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;8.000.000,00;9.361.010,00;9.361.005,72;9.361.005,72;8.553.187,44;91,37
;;;;;"SEM APLICACAO";8.000.000,00;9.361.010,00;9.361.005,72;9.361.005,72;8.553.187,44;91,37
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.813.000,00;4.082.310,00;4.082.292,75;4.082.292,75;3.753.027,78;91,93
;;;;;"SEM APLICACAO";3.813.000,00;4.082.310,00;4.082.292,75;4.082.292,75;3.753.027,78;91,93
;;"DESPESAS DE CAPITAL";;;;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENVOLVIMENTO ECONOMICO  TURISMO  E CULTURA   ADM. DIRETA";;;;;3.461.000,00;6.066.680,00;6.033.555,96;5.353.661,96;5.059.679,13;83,86
;;"DESPESAS CORRENTES";;;;3.311.000,00;6.066.680,00;6.033.555,96;5.353.661,96;5.059.679,13;83,86
;;;"OUTRAS DESPESAS CORRENTES";;;1.533.000,00;4.309.430,00;4.276.326,01;3.596.432,01;3.466.991,46;81,07
;;;;"Despesas de Exercicios Anteriores";;3.000,00;311.900,00;311.890,00;311.890,00;311.890,00;100,00
;;;;;"SEM APLICACAO";3.000,00;311.900,00;311.890,00;311.890,00;311.890,00;100,00
;;;;"Diarias   Civil";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;65.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";65.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obrigacoes Tributarias e Contributivas";;6.000,00;2.890,00;2.890,00;1.570,00;1.570,00;54,33
;;;;;"SEM APLICACAO";6.000,00;2.640,00;2.640,00;1.320,00;1.320,00;50,00
;;;;;"SEM APLICACAO";0,00;250,00;250,00;250,00;250,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;47.000,00;6.600,00;6.600,00;6.600,00;6.600,00;100,00
;;;;;"SEM APLICACAO";47.000,00;6.600,00;6.600,00;6.600,00;6.600,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.383.000,00;3.988.040,00;3.954.946,01;3.276.372,01;3.146.931,46;79,57
;;;;;"SEM APLICACAO";1.383.000,00;3.988.040,00;3.954.946,01;3.276.372,01;3.146.931,46;79,57
;;;;"Passagens e Despesas com Locomocao";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.778.000,00;1.757.250,00;1.757.229,95;1.757.229,95;1.592.687,67;90,64
;;;;"Outras Despesas Variaveis   Pessoal Civil";;12.000,00;29.080,00;29.071,63;29.071,63;14.811,39;50,95
;;;;;"SEM APLICACAO";12.000,00;29.080,00;29.071,63;29.071,63;14.811,39;50,95
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.766.000,00;1.728.170,00;1.728.158,32;1.728.158,32;1.577.876,28;91,30
;;;;;"SEM APLICACAO";1.766.000,00;1.728.170,00;1.728.158,32;1.728.158,32;1.577.876,28;91,30
;;"DESPESAS DE CAPITAL";;;;150.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;150.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;130.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";130.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO   ADMINISTRACAO DIRETA";;;;;5.592.600,00;6.030.970,00;5.619.466,75;4.781.092,12;4.420.707,39;78,67
;;"DESPESAS CORRENTES";;;;4.339.400,00;4.847.795,00;4.847.716,75;4.781.092,12;4.420.707,39;91,19
;;;"OUTRAS DESPESAS CORRENTES";;;768.400,00;797.495,00;797.461,04;730.836,41;698.557,79;87,60
;;;;"Despesas de Exercicios Anteriores";;6.300,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.300,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;1.200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;214.000,00;317.010,00;317.008,27;283.760,28;283.760,28;89,51
;;;;;"SEM APLICACAO";214.000,00;317.010,00;317.008,27;283.760,28;283.760,28;89,51
;;;;"Material de Consumo";;81.900,00;7.590,00;7.579,00;7.579,00;7.579,00;100,00
;;;;;"SEM APLICACAO";81.900,00;7.590,00;7.579,00;7.579,00;7.579,00;100,00
;;;;"Obrigacoes Tributarias e Contributivas";;0,00;1.140,00;1.137,50;1.137,50;1.137,50;100,00
;;;;;"SEM APLICACAO";0,00;1.140,00;1.137,50;1.137,50;1.137,50;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;449.000,00;471.755,00;471.736,27;438.359,63;406.081,01;86,08
;;;;;"SEM APLICACAO";449.000,00;471.755,00;471.736,27;438.359,63;406.081,01;86,08
;;;;"Passagens e Despesas com Locomocao";;9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;3.571.000,00;4.050.300,00;4.050.255,71;4.050.255,71;3.722.149,60;91,90
;;;;"Outras Despesas Variaveis   Pessoal Civil";;30.000,00;93.220,00;93.202,69;93.202,69;84.291,45;90,44
;;;;;"SEM APLICACAO";30.000,00;93.220,00;93.202,69;93.202,69;84.291,45;90,44
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.541.000,00;3.957.080,00;3.957.053,02;3.957.053,02;3.637.858,15;91,93
;;;;;"SEM APLICACAO";3.541.000,00;3.957.080,00;3.957.053,02;3.957.053,02;3.637.858,15;91,93
;;"DESPESAS DE CAPITAL";;;;1.253.200,00;1.183.175,00;771.750,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;1.253.200,00;1.183.175,00;771.750,00;0,00;0,00;0,00
;;;;"Aquisicao de Imoveis";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;33.200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";33.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.215.000,00;1.182.175,00;771.750,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.215.000,00;1.182.175,00;771.750,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE FINANCAS   ADMINISTRACAO DIRETA";;;;;8.549.000,00;11.315.463,00;11.259.705,61;11.174.820,22;10.260.324,76;91,12
;;"DESPESAS CORRENTES";;;;8.502.000,00;11.287.093,00;11.241.879,61;11.156.994,22;10.249.870,76;91,18
;;;"OUTRAS DESPESAS CORRENTES";;;1.349.000,00;1.538.143,00;1.492.963,87;1.408.078,48;1.382.225,98;92,58
;;;;"Despesas de Exercicios Anteriores";;15.000,00;1.100,00;1.096,96;1.096,96;1.096,96;100,00
;;;;;"SEM APLICACAO";15.000,00;1.100,00;1.096,96;1.096,96;1.096,96;100,00
;;;;"Diarias   Civil";;8.000,00;4.078,00;4.065,00;4.065,00;4.065,00;100,00
;;;;;"SEM APLICACAO";8.000,00;4.078,00;4.065,00;4.065,00;4.065,00;100,00
;;;;"Indenizacoes e Restituicoes";;30.600,00;84.615,00;84.605,11;84.605,11;84.605,11;100,00
;;;;;"SEM APLICACAO";30.600,00;84.615,00;84.605,11;84.605,11;84.605,11;100,00
;;;;"Material de Consumo";;14.000,00;2.150,00;2.149,00;2.149,00;2.149,00;100,00
;;;;;"SEM APLICACAO";14.000,00;2.150,00;2.149,00;2.149,00;2.149,00;100,00
;;;;"Obrigacoes Tributarias e Contributivas";;0,00;21.040,00;21.035,25;21.035,25;21.035,25;100,00
;;;;;"SEM APLICACAO";0,00;21.040,00;21.035,25;21.035,25;21.035,25;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.260.400,00;1.285.410,00;1.240.262,55;1.209.127,16;1.183.274,66;95,41
;;;;;"SEM APLICACAO";1.260.400,00;1.285.410,00;1.240.262,55;1.209.127,16;1.183.274,66;95,41
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;9.000,00;139.750,00;139.750,00;86.000,00;86.000,00;61,54
;;;;;"SEM APLICACAO";9.000,00;139.750,00;139.750,00;86.000,00;86.000,00;61,54
;;;"PESSOAL E ENCARGOS SOCIAIS";;;7.153.000,00;9.748.950,00;9.748.915,74;9.748.915,74;8.867.644,78;90,96
;;;;"Outras Despesas Variaveis   Pessoal Civil";;238.000,00;152.720,00;152.702,98;152.702,98;150.629,64;98,64
;;;;;"SEM APLICACAO";238.000,00;152.720,00;152.702,98;152.702,98;150.629,64;98,64
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;6.914.000,00;9.596.230,00;9.596.212,76;9.596.212,76;8.717.015,14;90,84
;;;;;"SEM APLICACAO";6.914.000,00;9.596.230,00;9.596.212,76;9.596.212,76;8.717.015,14;90,84
;;"DESPESAS DE CAPITAL";;;;47.000,00;28.370,00;17.826,00;17.826,00;10.454,00;58,64
;;;"INVESTIMENTOS";;;47.000,00;28.370,00;17.826,00;17.826,00;10.454,00;58,64
;;;;"Equipamentos e Material Permanente";;42.000,00;23.370,00;17.826,00;17.826,00;10.454,00;58,64
;;;;;"SEM APLICACAO";42.000,00;23.370,00;17.826,00;17.826,00;10.454,00;58,64
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;5.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE   ADM. DIRETA";;;;;72.446.100,00;65.832.120,00;26.859.994,93;24.590.161,13;22.517.461,96;83,83
;;"DESPESAS CORRENTES";;;;14.703.300,00;16.200.267,00;14.309.314,02;14.239.033,70;13.284.074,07;92,84
;;;"OUTRAS DESPESAS CORRENTES";;;6.948.300,00;7.965.487,00;6.074.583,33;6.004.303,01;5.702.653,21;93,88
;;;;"Auxilio Alimentacao";;29.000,00;6.690,00;5.685,00;5.685,00;5.220,00;91,82
;;;;;"SEM APLICACAO";29.000,00;6.690,00;5.685,00;5.685,00;5.220,00;91,82
;;;;"Despesas de Exercicios Anteriores";;28.700,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";28.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;38.800,00;1.585,00;1.580,00;1.580,00;1.580,00;100,00
;;;;;"SEM APLICACAO";38.800,00;1.585,00;1.580,00;1.580,00;1.580,00;100,00
;;;;"Indenizacoes e Restituicoes";;12.000,00;2.300.160,00;412.865,12;370.819,53;370.819,53;89,82
;;;;;"SEM APLICACAO";12.000,00;2.300.160,00;412.865,12;370.819,53;370.819,53;89,82
;;;;"Material de Consumo";;622.500,00;890.305,00;890.242,73;862.008,00;862.008,00;96,83
;;;;;"SEM APLICACAO";622.500,00;890.305,00;890.242,73;862.008,00;862.008,00;96,83
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;56.900,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";56.900,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;5.955.400,00;4.766.747,00;4.764.210,48;4.764.210,48;4.463.025,68;93,68
;;;;;"SEM APLICACAO";5.955.400,00;4.766.747,00;4.764.210,48;4.764.210,48;4.463.025,68;93,68
;;;;"Passagens e Despesas com Locomocao";;26.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";26.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;179.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";179.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;7.755.000,00;8.234.780,00;8.234.730,69;8.234.730,69;7.581.420,86;92,07
;;;;"Contratacao por Tempo Determinado";;409.000,00;4.780,00;4.778,40;4.778,40;4.778,40;100,00
;;;;;"SEM APLICACAO";409.000,00;4.780,00;4.778,40;4.778,40;4.778,40;100,00
;;;;"Despesas de Exercicios Anteriores";;2.000,00;13.310,00;13.309,18;13.309,18;13.309,18;100,00
;;;;;"SEM APLICACAO";2.000,00;13.310,00;13.309,18;13.309,18;13.309,18;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;305.000,00;206.880,00;206.863,87;206.863,87;175.663,91;84,92
;;;;;"SEM APLICACAO";305.000,00;206.880,00;206.863,87;206.863,87;175.663,91;84,92
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;259.000,00;51.310,00;51.305,54;51.305,54;46.817,82;91,25
;;;;;"SEM APLICACAO";259.000,00;51.310,00;51.305,54;51.305,54;46.817,82;91,25
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;6.780.000,00;7.958.500,00;7.958.473,70;7.958.473,70;7.340.851,55;92,24
;;;;;"SEM APLICACAO";6.780.000,00;7.958.500,00;7.958.473,70;7.958.473,70;7.340.851,55;92,24
;;"DESPESAS DE CAPITAL";;;;57.742.800,00;49.631.853,00;12.550.680,91;10.351.127,43;9.233.387,89;73,57
;;;"INVESTIMENTOS";;;57.742.800,00;49.631.853,00;12.550.680,91;10.351.127,43;9.233.387,89;73,57
;;;;"Despesas de Exercicios Anteriores";;1.607.000,00;1.593.770,00;1.591.998,89;1.064.925,57;1.064.925,57;66,89
;;;;;"SEM APLICACAO";1.607.000,00;1.593.770,00;1.591.998,89;1.064.925,57;1.064.925,57;66,89
;;;;"Equipamentos e Material Permanente";;247.500,00;34.590,00;34.581,02;18.201,62;18.201,62;52,63
;;;;;"SEM APLICACAO";247.500,00;34.590,00;34.581,02;18.201,62;18.201,62;52,63
;;;;"Indenizacoes e Restituicoes";;1.368.100,00;900,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.368.100,00;900,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;53.780.200,00;47.161.813,00;10.924.101,00;9.268.000,24;8.150.260,70;74,61
;;;;;"SEM APLICACAO";53.780.200,00;47.161.813,00;10.924.101,00;9.268.000,24;8.150.260,70;74,61
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;115.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";115.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;625.000,00;840.780,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";625.000,00;840.780,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS   ADMINISTRACAO DIRETA";;;;;9.440.000,00;12.647.694,00;12.647.610,16;12.646.921,49;11.341.032,01;89,67
;;"DESPESAS CORRENTES";;;;9.399.000,00;12.647.694,00;12.647.610,16;12.646.921,49;11.341.032,01;89,67
;;;"OUTRAS DESPESAS CORRENTES";;;2.544.000,00;4.156.774,00;4.156.730,23;4.156.041,56;3.538.469,90;85,13
;;;;"Auxilio Alimentacao";;21.000,00;11.360,00;11.355,00;11.355,00;11.355,00;100,00
;;;;;"SEM APLICACAO";21.000,00;11.360,00;11.355,00;11.355,00;11.355,00;100,00
;;;;"Despesas de Exercicios Anteriores";;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;16.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";16.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;3.000,00;92.020,00;92.017,14;92.017,14;92.017,14;100,00
;;;;;"SEM APLICACAO";3.000,00;92.020,00;92.017,14;92.017,14;92.017,14;100,00
;;;;"Material de Consumo";;884.000,00;1.287.516,20;1.287.511,25;1.287.511,25;955.437,50;74,21
;;;;;"SEM APLICACAO";884.000,00;1.287.516,20;1.287.511,25;1.287.511,25;955.437,50;74,21
;;;;"Obrigacoes Tributarias e Contributivas";;12.000,00;17.605,80;17.601,69;17.601,69;11.552,55;65,63
;;;;;"SEM APLICACAO";12.000,00;17.605,80;17.601,69;17.601,69;11.552,55;65,63
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;80.000,00;57.290,00;57.280,32;57.280,32;52.506,96;91,67
;;;;;"SEM APLICACAO";80.000,00;57.290,00;57.280,32;57.280,32;52.506,96;91,67
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.456.000,00;2.690.982,00;2.690.964,83;2.690.276,16;2.415.600,75;89,77
;;;;;"SEM APLICACAO";1.456.000,00;2.690.982,00;2.690.964,83;2.690.276,16;2.415.600,75;89,77
;;;;"Passagens e Despesas com Locomocao";;27.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";27.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;28.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";28.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;6.855.000,00;8.490.920,00;8.490.879,93;8.490.879,93;7.802.562,11;91,89
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.359.000,00;1.397.480,00;1.397.464,66;1.397.464,66;1.256.244,33;89,89
;;;;;"SEM APLICACAO";1.359.000,00;1.397.480,00;1.397.464,66;1.397.464,66;1.256.244,33;89,89
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;5.496.000,00;7.093.440,00;7.093.415,27;7.093.415,27;6.546.317,78;92,29
;;;;;"SEM APLICACAO";5.496.000,00;7.093.440,00;7.093.415,27;7.093.415,27;6.546.317,78;92,29
;;"DESPESAS DE CAPITAL";;;;41.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;41.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;41.000,00;0,00;0,00;0,00;0,00;0,00
