Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E;ano
administracao;planejamento e orcamento;fortalecimento das acoes de planejamento estrategico;elaboracao e gestao dos instrumentos de planejamento do municipio;elaboracao e gestao dos instrumentos de planejamento do municipio;136000.0;20000.0;20000.0;20000.0;18500.0;92.5;2019
administracao;planejamento e orcamento;fortalecimento das acoes de planejamento estrategico;otimizacao do planejamento estrategico   operacao de credito pmat;otimizacao do planejamento estrategico   operacao de credito pmat;1328300.0;60008.0;49998.0;49998.0;49998.0;100.0;2019
administracao;tecnologia da informatizacao;gestao dos processos administrativos do municipio;gestao da politica de informatica municipal;gestao da politica de informatica municipal;861700.0;795665.0;795661.76;782361.76;764187.78;96.04;2019
administracao;turismo;promocao do turismo do municipio;acoes de fomento ao turismo;acoes de fomento ao turismo;90000.0;1320.0;1320.0;0.0;0.0;0.0;2019
agricultura;abastecimento;desenvolvimento da pesca no municipio;apoio as atividades pesqueiras;apoio as atividades pesqueiras;20000.0;0.0;0.0;0.0;0.0;0.0;2019
agricultura;extensao rural;estimulo ao desenvolvimento economico do municipio;incentivo e apoio ao pequeno produtor rural;incentivo e apoio ao pequeno produtor rural;30000.0;7920.0;7920.0;7920.0;7920.0;100.0;2019
assistencia social;administracao geral;apoio e assistencia as acoes da secretaria especial de politicas para a mulher;direcao  supervisao e coordenacao das acoes da secretaria executiva de politicas para as mulheres;direcao  supervisao e coordenacao das acoes da secretaria executiva de politicas para as mulheres;209200.0;225720.0;225709.54;225709.54;208108.19;92.2;2019
assistencia social;administracao geral;gestao da politica de acao de assistencia social do municipio;direcao  supervisao e coordenacao das acoes do fundo municipal de assistencia social;direcao  supervisao e coordenacao das acoes do fundo municipal de assistencia social;606700.0;507150.0;507142.66;507142.66;459170.66;90.54;2019
assistencia social;assistencia a crianca a ao adolescente;assistencia a crianca e ao adolescente;atividades do fundo da crianca e do adolescente;atividades do fundo da crianca e do adolescente;989300.0;2161210.0;2031196.99;2029296.99;999518.97;49.21;2019
assistencia social;assistencia a crianca a ao adolescente;assistencia a crianca e ao adolescente;atvidades do conselho municipal da crianca e do adolescente;atvidades do conselho municipal da crianca e do adolescente;534800.0;411110.0;239769.12;239769.12;239769.12;100.0;2019
assistencia social;assistencia a crianca a ao adolescente;assistencia a crianca e ao adolescente;regularizacao de saldos de convenios do conselho municipal da crianca e do adolescente;regularizacao de saldos de convenios do conselho municipal da crianca e do adolescente;1000.0;0.0;0.0;0.0;0.0;0.0;2019
assistencia social;assistencia a crianca a ao adolescente;protecao a crianca e ao adolescente;acoes de apoio a crianca e ao adolescente;acoes de apoio a crianca e ao adolescente;749000.0;653160.0;653160.0;627660.0;413800.0;63.35;2019
assistencia social;assistencia a crianca a ao adolescente;protecao a crianca e ao adolescente;apoio e manutencao ao acolhimento para crianca e jovens de 0 a 18 anos;apoio e manutencao ao acolhimento para crianca e jovens de 0 a 18 anos;741000.0;771470.0;774881.43;768427.38;690732.85;89.14;2019
assistencia social;assistencia ao idoso;apoio e assistencia a pessoa idosa;promocao e protecao da integracao social da pessoa idosa;promocao e protecao da integracao social da pessoa idosa;166000.0;210000.0;105000.0;105000.0;105000.0;100.0;2019
assistencia social;assistencia ao portador de deficiencia;apoio e integracao social das pessoas com deficiencia;acoes educativas e integracao social para pessoas com deficiencia;acoes educativas e integracao social para pessoas com deficiencia;203000.0;190480.0;190476.0;132756.0;59163.0;31.06;2019
assistencia social;assistencia comunitaria;cidade segura para as mulheres;prevencao e enfrentamento a violencia contra as mulheres;prevencao e enfrentamento a violencia contra as mulheres;78600.0;69340.0;69270.33;62962.37;59505.13;85.9;2019
assistencia social;assistencia comunitaria;gestao da politica de acao de assistencia social do municipio;apoio e manutencao das acoes dos conselhos;apoio e manutencao das acoes dos conselhos;960000.0;891380.0;891357.27;891357.27;827699.76;92.86;2019
assistencia social;assistencia comunitaria;se liga mulher;promocao e valorizacao da mulher;promocao e valorizacao da mulher;80200.0;14430.0;14426.04;14426.04;13792.62;95.61;2019
assistencia social;assistencia comunitaria;servico de assistencia social geral;acoes de assistencia social;acoes de assistencia social;2859000.0;5176760.0;5174259.53;4824718.58;4591170.99;88.73;2019
assistencia social;assistencia comunitaria;servico de assistencia social geral;acoes de assistencia social basica;acoes de assistencia social basica;73000.0;931560.0;931534.13;931534.13;852398.16;91.5;2019
assistencia social;assistencia comunitaria;servico de assistencia social geral;acoes de assistencia social especial;acoes de assistencia social especial;435000.0;111100.0;111044.18;111044.18;103388.81;93.11;2019
assistencia social;planejamento e orcamento;gestao da politica de acao de assistencia social do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria de politicas sociais e esportes;planejamento  orcamentacao e monitoramento das acoes da secretaria de politicas sociais e esportes;2500.0;0.0;0.0;0.0;0.0;0.0;2019
ciencia e tecnologia;difusao do conhecimento cient. e tec.;programa de inclusao digital;implantacao do centro de tecnologia da informacao;implantacao do centro de tecnologia da informacao;20000.0;0.0;0.0;0.0;0.0;0.0;2019
comercio e servicos;planejamento e orcamento;gestao das politicas de acao de turismo e cultura do municipio;planejamento  orcamento e monitoramento das acoes das sec. de desenvolvimento economico  turismo e cultura;planejamento  orcamento e monitoramento das acoes das sec. de desenvolvimento economico  turismo e cultura;23000.0;0.0;0.0;0.0;0.0;0.0;2019
comercio e servicos;promocao comercial;promocao e apoio as atividades comerciais;apoio ao desenvolvimento do comercio do municipio;apoio ao desenvolvimento do comercio do municipio;71000.0;7500.0;7500.0;7500.0;7500.0;100.0;2019
comercio e servicos;turismo;promocao do turismo do municipio;promocao de eventos e acoes turisticas;promocao de eventos e acoes turisticas;1157000.0;4170490.0;4137403.1;3458829.1;3338829.1;80.7;2019
cultura;difusao cultural;promocao e preservacao da cultura municipal;promocao de acoes culturais;promocao de acoes culturais;88000.0;5330.0;5323.55;5323.55;5323.55;100.0;2019
cultura;pat. historico  artistico e arqueologico;promocao e preservacao da cultura municipal;obras de preservacao de areas culturais e sitios historicos;obras de preservacao de areas culturais e sitios historicos;70000.0;271970.0;271968.09;59098.02;37173.97;13.67;2019
desporto e lazer;administracao geral;acoes de promocoes de lazer e desporto;promocao de eventos  lazer e desporto;promocao de eventos  lazer e desporto;122000.0;961020.0;11213.67;11213.67;11213.67;100.0;2019
desporto e lazer;lazer;melhoria do paisagismo urbano;construcao e recuperacao de pracas e areas de lazer;construcao e recuperacao de pracas e areas de lazer;1301000.0;3930450.0;1030839.71;853736.77;210559.95;20.43;2019
direitos da cidadania;acao judiciaria;promocao das acoes judiciais do municipio;execucao da cobranca da divida ativa do municipio;execucao da cobranca da divida ativa do municipio;65000.0;0.0;0.0;0.0;0.0;0.0;2019
direitos da cidadania;administracao geral;apoio administrativo as acoes da secretaria de assuntos juridicos e procuradoria geral;gestao administrativa das acoes da secretaria de assuntos juridicos;gestao administrativa das acoes da secretaria de assuntos juridicos;667000.0;730940.0;730912.97;730912.97;665215.37;91.01;2019
direitos da cidadania;administracao geral;gestao das acoes da secretaria de assuntos juridicos;direcao  supervisao e coordenacao das acoes da secretaria de assuntos juridicos;direcao  supervisao e coordenacao das acoes da secretaria de assuntos juridicos;885000.0;811810.0;811803.33;811803.33;739751.94;91.12;2019
direitos da cidadania;def. interesse publ. no proc. judiciario;promocao das acoes judiciais do municipio;compromissos com sentencas judiciais;compromissos com sentencas judiciais;8500000.0;9462740.0;9462727.46;9462727.46;8654909.18;91.46;2019
direitos da cidadania;direitos individuais  colet. e difusos;defesa dos direitos do cidadao;acoes da defensoria publica municipal;acoes da defensoria publica municipal;170000.0;0.0;0.0;0.0;0.0;0.0;2019
direitos da cidadania;direitos individuais  colet. e difusos;defesa dos direitos do cidadao;promocao da defesa dos direitos do consumidor;promocao da defesa dos direitos do consumidor;40000.0;0.0;0.0;0.0;0.0;0.0;2019
direitos da cidadania;direitos individuais  colet. e difusos;promocao das acoes judiciais do municipio;acoes de assessoramento juridico;acoes de assessoramento juridico;5624000.0;6920130.0;6920115.33;6810915.33;5449357.1;78.75;2019
educacao;administracao geral;apoio administrativo as acoes de secretaria de educacao;ampliacao ou reforma do predio da secretaria fundo municipal de educacao;ampliacao ou reforma do predio da secretaria fundo municipal de educacao;3000.0;0.0;0.0;0.0;0.0;0.0;2019
educacao;administracao geral;apoio administrativo as acoes de secretaria de educacao;contribuicao patronal da secretaria fundo municipal de educacao para o previpaulista;contribuicao patronal da secretaria fundo municipal de educacao para o previpaulista;253000.0;255950.0;255943.25;255943.25;215791.47;84.31;2019
educacao;administracao geral;apoio administrativo as acoes de secretaria de educacao;gestao administrativa das acoes da secretaria fundo mun icipal de educacao;gestao administrativa das acoes da secretaria fundo mun icipal de educacao;1433000.0;1585250.0;1585195.83;1576734.87;1213970.94;76.58;2019
educacao;administracao geral;democratizacao da gestao  transparencia e controle social da politica de acao de educacao do municipio;direcao e supervisao das acoes da secretaria de educacao;direcao e supervisao das acoes da secretaria de educacao;5000.0;2370.0;2370.0;2370.0;2370.0;100.0;2019
educacao;administracao geral;democratizacao da gestao  transparencia e controle social da politica de acao de educacao do municipio;direcao  supervisao e coordenacao do fundo municipal de educacao;direcao  supervisao e coordenacao do fundo municipal de educacao;1383000.0;1035860.0;1035847.49;1035847.49;961608.35;92.83;2019
educacao;administracao geral;democratizacao da gestao  transparencia e controle social da politica de acao de educacao do municipio;fortalecimento dos conselhos municipais de educacao;fortalecimento dos conselhos municipais de educacao;8600.0;4150.0;4150.0;4150.0;4150.0;100.0;2019
educacao;administracao geral;democratizacao da gestao  transparencia e controle social da politica de acao de educacao do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria fundo municipal de educacao;planejamento  orcamentacao e monitoramento das acoes da secretaria fundo municipal de educacao;5000.0;0.0;0.0;0.0;0.0;0.0;2019
educacao;administracao geral;musica para todos;manutencao e desenvolvimento do ensino musical;manutencao e desenvolvimento do ensino musical;27000.0;5.0;0.0;0.0;0.0;0.0;2019
educacao;alimentacao e nutricao;alimentacao escolar saudavel;alimentacao nas escolas;alimentacao nas escolas;4512400.0;3852227.0;3852201.18;3669439.96;3578141.28;92.89;2019
educacao;difusao cultural;promocao e divulgacao das acoes educacionais;promocao de eventos educacionais;promocao de eventos educacionais;129000.0;162833.0;162824.95;156472.5;153002.5;93.97;2019
educacao;educacao de jovens e adultos;jovens e adultos na escola;manutencao e desenvolvimento da educacao de jovens e adultos;manutencao e desenvolvimento da educacao de jovens e adultos;3117000.0;2705740.0;2705614.4;2705614.4;2458849.53;90.88;2019
educacao;educacao especial;inclusao escolar para pessoas portadoras de necessidades especiais;adequacao dos espacos fisicos e equipagem das escolas com atendimento educacional especializado   aee;adequacao dos espacos fisicos e equipagem das escolas com atendimento educacional especializado   aee;6000.0;0.0;0.0;0.0;0.0;0.0;2019
educacao;educacao especial;inclusao escolar para pessoas portadoras de necessidades especiais;manutencao e desenvolvimento da educacao especial;manutencao e desenvolvimento da educacao especial;3521000.0;5275755.0;5275729.74;5275729.74;4856355.68;92.05;2019
educacao;educacao infantil;educacao infantil cidada;aquisicao  construcao  ampliacao  adequacao e equipagem para educacao infantil;aquisicao  construcao  ampliacao  adequacao e equipagem para educacao infantil;108000.0;0.0;0.0;0.0;0.0;0.0;2019
educacao;educacao infantil;educacao infantil cidada;manutencao e desenvolvimento da educacao infantil;manutencao e desenvolvimento da educacao infantil;7398000.0;7569892.0;7522743.0;7515324.47;6879836.5;91.45;2019
educacao;ensino fundamental;ensino fundamental de qualidade;aquisicao  construcao  ampliacao  adequacao e equipagem para o ensino fundamental;aquisicao  construcao  ampliacao  adequacao e equipagem para o ensino fundamental;1098700.0;948940.0;947931.66;947931.66;932321.44;98.35;2019
educacao;ensino fundamental;ensino fundamental de qualidade;contribuicao adicional do fundeb para o previpaulista;contribuicao adicional do fundeb para o previpaulista;1000.0;0.0;0.0;0.0;0.0;0.0;2019
educacao;ensino fundamental;ensino fundamental de qualidade;contribuicao patronal do fundeb para o previpaulista;contribuicao patronal do fundeb para o previpaulista;13632000.0;13634530.0;13586913.13;13586913.13;11045645.52;81.3;2019
educacao;ensino fundamental;ensino fundamental de qualidade;encargos com vale transportes dos servidores do ensino fundamental;encargos com vale transportes dos servidores do ensino fundamental;3355000.0;2888210.0;2888204.81;2888204.81;2854043.88;98.82;2019
educacao;ensino fundamental;ensino fundamental de qualidade;manutencao e desenvolvimento do ensino fundamental;manutencao e desenvolvimento do ensino fundamental;70374700.0;79812288.0;79708580.18;78610941.84;70246615.08;88.13;2019
educacao;outros encargos especiais;apoio administrativo as acoes de secretaria de educacao;contribuicao adicional da secretaria fundo municipal de educacao para o previpaulista;contribuicao adicional da secretaria fundo municipal de educacao para o previpaulista;5700.0;0.0;0.0;0.0;0.0;0.0;2019
educacao;protecao e beneficios ao trabalhador;apoio administrativo as acoes de secretaria de educacao;encargos com vale transporte para os servidores da secretaria fundo municipal de educacao;encargos com vale transporte para os servidores da secretaria fundo municipal de educacao;43000.0;62420.0;62411.55;62411.55;60453.55;96.86;2019
encargos especiais;outros encargos especiais;apoio administrativo as acoes da camara municipal;contribuicao patronal da camara de vereadores para a previpaulista;contribuicao patronal da camara de vereadores para a previpaulista;650000.0;606000.0;0.0;0.0;0.0;0.0;2019
encargos especiais;outros encargos especiais;apoio administrativo as acoes de secretaria de infraestrutura;regularizacao de saldos de recursos de convenios da secretaria de infraestrutura  servicos publicos e meio ambiente;regularizacao de saldos de recursos de convenios da secretaria de infraestrutura  servicos publicos e meio ambiente;11000.0;2300160.0;412865.12;370819.53;370819.53;89.82;2019
encargos especiais;outros encargos especiais;apoio aos compromisso de divida;contribuicao para o pasep;contribuicao para o pasep;4285000.0;4514200.0;4514163.01;4514163.01;4514163.01;100.0;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;apoio a orgaos governamentais;apoio a orgaos governamentais;21300.0;0.0;0.0;0.0;0.0;0.0;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;auxilio transporte para os servidores da prefeitura;auxilio transporte para os servidores da prefeitura;2369000.0;3060520.0;3060504.11;3060504.11;2811305.36;91.86;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;contribuicao adicional da prefeitura ao previ paulista;contribuicao adicional da prefeitura ao previ paulista;2000.0;0.0;0.0;0.0;0.0;0.0;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;contribuicao patronal da perfeitura ao previ paulista;contribuicao patronal da perfeitura ao previ paulista;8838000.0;9969660.0;9969658.25;9969658.25;8267015.48;82.92;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;diversos encargos administrativos;diversos encargos administrativos;945000.0;1556340.0;1556330.18;1511230.85;1511230.85;97.1;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com obrigacoes patronais;encargos com obrigacoes patronais;4095000.0;3936090.0;3936084.87;3936084.87;3611737.36;91.76;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com pessoal a disposicao de diversos orgaos;encargos com pessoal a disposicao de diversos orgaos;4484000.0;4466260.0;4466248.34;4466248.34;4096802.46;91.73;2019
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com recisao de contrato  indenizacoes trabalhistas e outras assistencias;encargos com recisao de contrato  indenizacoes trabalhistas e outras assistencias;434000.0;308220.0;294704.24;284060.03;227775.29;77.29;2019
encargos especiais;protecao e beneficios ao trabalhador;apoio administrativo as acoes da camara municipal;encargos com auxilio transporte para os servidores da camara de vereadores;encargos com auxilio transporte para os servidores da camara de vereadores;92000.0;68000.0;0.0;0.0;0.0;0.0;2019
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com a previ paulista;parcelamento de debitos com a previ paulista;15000.0;0.0;0.0;0.0;0.0;0.0;2019
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o fgts;parcelamento de debitos com o fgts;15000.0;0.0;0.0;0.0;0.0;0.0;2019
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o inss;parcelamento de debitos com o inss;1560000.0;1635350.0;1635347.72;1635347.72;1635347.72;100.0;2019
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o pasep;parcelamento de debitos com o pasep;415000.0;614720.0;614716.18;614716.18;614716.18;100.0;2019
encargos especiais;servico da divida interna;apoio aos compromisso de divida;encargos com a divida publica;encargos com a divida publica;1360000.0;978930.0;978917.51;978917.51;978917.51;100.0;2019
gestao ambiental;controle ambiental;drenagem urbana;construcao e ou recuperacao de obras de micro e macrodrenagem;construcao e ou recuperacao de obras de micro e macrodrenagem;5240300.0;790780.0;0.0;0.0;0.0;0.0;2019
gestao ambiental;controle ambiental;promocao das acoes de meio ambiente no municipio;apoio as acoes de desenvolvimento sustentavel;apoio as acoes de desenvolvimento sustentavel;58700.0;0.0;0.0;0.0;0.0;0.0;2019
gestao ambiental;controle ambiental;promocao das acoes de meio ambiente no municipio;licenciamento e gestao da destinacao de residuos solidos;licenciamento e gestao da destinacao de residuos solidos;41100.0;0.0;0.0;0.0;0.0;0.0;2019
gestao ambiental;preservacao e conservacao ambiental;promocao das acoes de meio ambiente no municipio;gestao e preservacao do meio ambiente;gestao e preservacao do meio ambiente;1319600.0;1609172.0;1608157.96;1608157.96;1458320.4;90.68;2019
gestao ambiental;preservacao e conservacao ambiental;promocao das acoes de meio ambiente no municipio;manutencao da sementeira;manutencao da sementeira;10600.0;0.0;0.0;0.0;0.0;0.0;2019
gestao ambiental;recuperacao de areas degradadas;contencao das encostas;obras de protecao de encostas;obras de protecao de encostas;3600000.0;1857770.0;282640.22;282640.22;146929.71;51.98;2019
gestao ambiental;recuperacao de areas degradadas;valorizacao da orla do paulista;obras de protecao litoranea contra o avanco do mar;obras de protecao litoranea contra o avanco do mar;260000.0;0.0;0.0;0.0;0.0;0.0;2019
habitacao;administracao geral;apoio administrativo as acoes de secretaria de desenvolvimento urbano e habitacao;apoio administrativo a promocao da politica habitacional do municipio;apoio administrativo a promocao da politica habitacional do municipio;48200.0;51900.0;51895.8;51895.8;48436.08;93.33;2019
habitacao;habitacao rural;melhoria de moradia para a populacao de baixa renda;regularizacao de assentamentos habitacionais;regularizacao de assentamentos habitacionais;3000.0;0.0;0.0;0.0;0.0;0.0;2019
habitacao;habitacao urbana;habitacao com qualidade;promocao da politica habitacional do municipio;promocao da politica habitacional do municipio;7000.0;0.0;0.0;0.0;0.0;0.0;2019
habitacao;habitacao urbana;melhoria de moradia para a populacao de baixa renda;projetos  construcoes e reformas de predios caixoes;projetos  construcoes e reformas de predios caixoes;150000.0;0.0;0.0;0.0;0.0;0.0;2019
habitacao;planejamento e orcamento;gestao das politicas habitacionais do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria de desenvolvimento urbano e habitacao;planejamento  orcamentacao e monitoramento das acoes da secretaria de desenvolvimento urbano e habitacao;4000.0;1140.0;1137.5;1137.5;1137.5;100.0;2019
industria;promocao industrial;estimulo ao desenvolvimento economico do municipio;apoio a empreendimentos para o desenvolvimento economico do municipio;apoio a empreendimentos para o desenvolvimento economico do municipio;20000.0;0.0;0.0;0.0;0.0;0.0;2019
legislativa;acao legislativa;gestao legislativa eficaz;acoes legislativas;acoes legislativas;3221600.0;2958600.0;0.0;0.0;0.0;0.0;2019
legislativa;acao legislativa;gestao legislativa eficaz;manutencao da escola do legislativo;manutencao da escola do legislativo;10000.0;0.0;0.0;0.0;0.0;0.0;2019
legislativa;administracao geral;apoio administrativo as acoes da camara municipal;gestao administrativa da camara de vereadores;gestao administrativa da camara de vereadores;10361800.0;11384800.0;0.0;0.0;0.0;0.0;2019
legislativa;administracao geral;apoio administrativo as acoes da camara municipal;informatizacao dos processos administrativos da camara de vereadores;informatizacao dos processos administrativos da camara de vereadores;82000.0;51000.0;0.0;0.0;0.0;0.0;2019
legislativa;administracao geral;gestao legislativa eficaz;reforma e ampliacao das dependencias da camara municipal;reforma e ampliacao das dependencias da camara municipal;15000.0;0.0;0.0;0.0;0.0;0.0;2019
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previpaulista;direcao e gestao administrativa das acoes do instituto do previpaulista;direcao e gestao administrativa das acoes do instituto do previpaulista;3089600.0;2662330.0;2661448.12;2653073.92;2581901.32;97.01;2019
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previpaulista;implantacao da sede propria do previpaulista;implantacao da sede propria do previpaulista;30000.0;0.0;0.0;0.0;0.0;0.0;2019
previdencia social;assistencia comunitaria;gestao das acoes do instituto de previdencia previpaulista;gestao social do previpaulista;gestao social do previpaulista;50000.0;32120.0;32106.35;32106.35;32106.35;100.0;2019
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas da camara de vereadores   fundo financeiro;encargos com inativos e pensionistas da camara de vereadores   fundo financeiro;4746000.0;4868450.0;4868444.88;4868444.88;4497472.57;92.38;2019
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas da secretaria de educacao   fundo financeiro;encargos com inativos e pensionistas da secretaria de educacao   fundo financeiro;41832000.0;44287380.0;44208519.86;44208519.86;40519214.17;91.65;2019
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas da secretaria de saude fms   fundo financeiro;encargos com inativos e pensionistas da secretaria de saude fms   fundo financeiro;4681900.0;4859420.0;4843299.69;4843299.69;4452744.03;91.94;2019
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previpaulista;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo financeiro;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo financeiro;19584500.0;20911840.0;20825417.98;20825417.98;19213829.94;92.26;2019
reserva de contingencia;reserva de contigencia;reserva de contingencia;reserva do regime proprio de previdencia do servidor;reserva do regime proprio de previdencia do servidor;2667000.0;0.0;0.0;0.0;0.0;0.0;2019
reserva de contingencia;reserva de contingencia;reserva de contingencia;reserva de contigencia;reserva de contigencia;3050000.0;0.0;0.0;0.0;0.0;0.0;2019
saneamento;saneamento basico urbano;saneamento e vida;implantacao e ampliacao de obras de saneamento;implantacao e ampliacao de obras de saneamento;100000.0;0.0;0.0;0.0;0.0;0.0;2019
saude;administracao geral;aprimoramento da gestao sus e do controle social;direcao  supervisao e coordenacao das acoes do fundo municipal de saude;direcao  supervisao e coordenacao das acoes do fundo municipal de saude;346000.0;0.0;0.0;0.0;0.0;0.0;2019
saude;administracao geral;aprimoramento da gestao sus e do controle social;fortalecimento do controle social das politicas de saude;fortalecimento do controle social das politicas de saude;114000.0;23020.0;23007.3;18663.12;18061.52;78.5;2019
saude;administracao geral;aprimoramento da gestao sus e do controle social;gestao administrativa das acoes do fundo municipal de saude;gestao administrativa das acoes do fundo municipal de saude;8527000.0;9300780.0;9299656.88;9268606.38;8525423.56;91.67;2019
saude;administracao geral;aprimoramento da gestao sus e do controle social;regularizacao de saldos de recursos de convenios e programas de saude;regularizacao de saldos de recursos de convenios e programas de saude;55000.0;180000.0;171359.76;0.0;0.0;0.0;2019
saude;administracao geral;gestao das politicas de saude do municipio;direcao  supervisao e coordenacao das acoes da saude;direcao  supervisao e coordenacao das acoes da saude;2000.0;0.0;0.0;0.0;0.0;0.0;2019
saude;assistencia hospitalar e ambulatorial;aperfeicoamento da atencao especializada em saude;desenvolvimento e qualificacao da rede especializada propria de saude;desenvolvimento e qualificacao da rede especializada propria de saude;9335000.0;10098970.0;10019801.97;9918961.65;8975606.14;89.58;2019
saude;assistencia hospitalar e ambulatorial;aperfeicoamento da atencao especializada em saude;fortalecimento da rede de atencao psicossocial;fortalecimento da rede de atencao psicossocial;757000.0;692100.0;676910.98;642467.38;618031.62;91.3;2019
saude;assistencia hospitalar e ambulatorial;aperfeicoamento da atencao especializada em saude;manutencao e qualificacao do servico de atendimento movel de urgencia   samu;manutencao e qualificacao do servico de atendimento movel de urgencia   samu;2413000.0;1859940.0;1413446.76;1377930.82;1078348.56;76.29;2019
saude;assistencia hospitalar e ambulatorial;aperfeicoamento da atencao especializada em saude;melhoria da infraestrutura da rede especializada propria de saude;melhoria da infraestrutura da rede especializada propria de saude;265000.0;411430.0;410248.21;331419.21;281519.21;68.62;2019
saude;assistencia hospitalar e ambulatorial;aperfeicoamento da atencao especializada em saude;oferta de procedimentos de media e alta complexidade ambulatorial e hospitalar   rede complementar;oferta de procedimentos de media e alta complexidade ambulatorial e hospitalar   rede complementar;11036000.0;9736920.0;9731704.48;8317375.15;8286962.64;85.15;2019
saude;atencao basica;consolidacao e ampliacao da atencao basica;desenvolvimento de acoes para politicas afirmativas e estrategicas;desenvolvimento de acoes para politicas afirmativas e estrategicas;25000.0;6600.0;6522.4;6522.4;6522.4;100.0;2019
saude;atencao basica;consolidacao e ampliacao da atencao basica;execucao do programa  academia da saude;execucao do programa  academia da saude;82000.0;142600.0;126601.24;125977.4;124417.8;98.28;2019
saude;atencao basica;consolidacao e ampliacao da atencao basica;expansao do programa   academia da saude ;expansao do programa   academia da saude ;250000.0;124630.0;124620.28;124620.28;124620.28;100.0;2019
saude;atencao basica;consolidacao e ampliacao da atencao basica;expansao e aprimoramento da infraestrutura da atencao basica de saude;expansao e aprimoramento da infraestrutura da atencao basica de saude;4122400.0;3779650.0;3743748.12;3163905.75;2709511.23;72.37;2019
saude;atencao basica;consolidacao e ampliacao da atencao basica;fortalecimento e ampliacao da saude bucal;fortalecimento e ampliacao da saude bucal;697000.0;2185490.0;2185371.43;2185371.43;1991195.73;91.11;2019
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao do centro de especialidades odontologicas   ceo;manutencao do centro de especialidades odontologicas   ceo;55000.0;5000.0;4597.32;4597.32;4597.32;100.0;2019
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao e qualificacaoda rede basica de saude;manutencao e qualificacaoda rede basica de saude;32893900.0;29309970.0;29309383.01;28998387.21;26819720.39;91.51;2019
saude;controle ambiental;consolidacao e aperfeicoamento do modelo de vigilancia a saude;fortalecimento das acoes de vigilancia ambiental;fortalecimento das acoes de vigilancia ambiental;3896000.0;4395910.0;4322178.29;4244458.06;3910739.49;90.48;2019
saude;outros encargos especiais;aprimoramento da gestao sus e do controle social;contribuicao patronal do fms ao instituto de previdencia social   inss;contribuicao patronal do fms ao instituto de previdencia social   inss;3926000.0;1405740.0;1405734.11;1405734.11;1307739.66;93.03;2019
saude;outros encargos especiais;aprimoramento da gestao sus e do controle social;contribuicao patronal do fundo municipal de saude ao previpaulista;contribuicao patronal do fundo municipal de saude ao previpaulista;6020000.0;7750030.0;7750021.47;7750021.47;7129952.35;92.0;2019
saude;outros encargos especiais;aprimoramento da gestao sus e do controle social;encargos com auxilio transporte aos servidores da saude;encargos com auxilio transporte aos servidores da saude;2380000.0;2787970.0;2787962.88;2787962.88;2548366.08;91.41;2019
saude;planejamento e orcamento;aprimoramento da gestao sus e do controle social;fortalecimento das acoes de planejamento e gestao da saude;fortalecimento das acoes de planejamento e gestao da saude;66000.0;0.0;0.0;0.0;0.0;0.0;2019
saude;relacao de trabalho;aprimoramento da gestao sus e do controle social;aperfeicoamento da gestao do trabalho e educacao em saude;aperfeicoamento da gestao do trabalho e educacao em saude;20000.0;19580.0;19573.0;19573.0;19573.0;100.0;2019
saude;suporte profilatico e terapeutico;qualificar a assistencia farmaceutica;desenvolvimento da politica de assistencia farmaceutica;desenvolvimento da politica de assistencia farmaceutica;7227000.0;10011570.0;9063529.15;7590162.01;7194160.19;79.37;2019
