Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E;ano
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas correntes;pessoal e encargos sociais;indenizacoes e restituicoes trabalhistas;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas correntes;pessoal e encargos sociais;obrigacoes patronais;sem aplicacao;103000.0;116870.0;116862.64;116862.64;107591.56;92.07;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;12500.0;0.0;0.0;0.0;0.0;0.0;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas correntes;pessoal e encargos sociais;outros benefic.previd.servidor ou milita;sem aplicacao;10300.0;7630.0;7620.44;7620.44;7620.44;100.0;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;8857900.0;8967340.0;8949701.16;8949701.16;8238087.39;92.05;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas correntes;pessoal e encargos sociais;sentencas judiciais;sem aplicacao;0.0;434620.0;434601.75;434601.75;434601.75;100.0;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1100000.0;1236910.0;1236140.34;1236140.34;1236140.34;100.0;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas de capital;investimentos;aquisicao de imoveis;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;20000.0;6830.0;6829.0;6829.0;6829.0;100.0;2019
instituto de previdencia social do municipio de paulista   plano financeiro;instituto de previdencia social do municipio do paulista   plano financeiro;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2019
instituto de previdencia social do municipio de paulista   plano previdenciario;instituto de previdencia social do municipio do paulista   plano previdenciario;reserva de contingencia;reserva de contingencia;reserva do rpps;sem aplicacao;2667000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;encargos sob a supervisao da secretaria de financas;despesas correntes;juros e encargos da divida;encargos sobre operacoes de credito por antecipacao da receita;sem aplicacao;700000.0;439870.0;439866.33;439866.33;439866.33;100.0;2019
prefeitura da cidade do paulista;encargos sob a supervisao da secretaria de financas;despesas correntes;juros e encargos da divida;juros sobre a divida por contrato;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;encargos sob a supervisao da secretaria de financas;despesas correntes;juros e encargos da divida;outros encargos sobre a divida por contrato;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;encargos sob a supervisao da secretaria de financas;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;1990000.0;2250070.0;2250063.9;2250063.9;2250063.9;100.0;2019
prefeitura da cidade do paulista;encargos sob a supervisao da secretaria de financas;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;4285000.0;4514200.0;4514163.01;4514163.01;4514163.01;100.0;2019
prefeitura da cidade do paulista;encargos sob a supervisao da secretaria de financas;despesas de capital;amortizacao da divida;principal corrigido da divida contratual refinanciado;sem aplicacao;510000.0;224480.0;224472.8;224472.8;224472.8;100.0;2019
prefeitura da cidade do paulista;encargos sob a supervisao da secretaria de financas;despesas de capital;amortizacao da divida;principal da divida contratual resgatado;sem aplicacao;150000.0;314580.0;314578.38;314578.38;314578.38;100.0;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;outras despesas correntes;aporte para cobertura de defit atuarial do rpps;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;7000.0;480.0;480.0;480.0;480.0;100.0;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;outras despesas correntes;auxilio transporte;sem aplicacao;2300000.0;3027090.0;3027080.83;3027080.83;2781114.68;91.87;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;95000.0;95800.0;95793.38;95793.38;95793.38;100.0;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;outras despesas correntes;outros beneficios assistenciais;sem aplicacao;50000.0;59250.0;59250.0;59250.0;59250.0;100.0;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;939300.0;1493970.0;1493960.08;1448860.75;1445628.15;96.76;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;pessoal e encargos sociais;contribuicoes patronais  19  i ;sem aplicacao;8838000.0;9969660.0;9969658.25;9969658.25;8267015.48;82.92;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;108000.0;27690.0;27683.34;27683.34;27683.34;100.0;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;pessoal e encargos sociais;indenizacoes e restituicoes trabalhistas;sem aplicacao;276000.0;221280.0;207770.9;197126.69;140841.95;67.79;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;pessoal e encargos sociais;obrigacoes patronais;sem aplicacao;4095000.0;3936090.0;3936084.87;3936084.87;3611737.36;91.76;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;244000.0;274810.0;274804.52;274804.52;235424.13;85.67;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;4233000.0;4190970.0;4190963.82;4190963.82;3860898.33;92.12;2019
prefeitura da cidade do paulista;encargos sob supervisao da secretaria de administracao;despesas de capital;inversoes financeiras;contribuicoes;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;110000.0;93840.0;93833.33;93833.33;90183.33;96.11;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;11000.0;5190.0;5175.92;5175.92;5175.92;100.0;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;22000.0;9840.0;9840.0;9840.0;9840.0;100.0;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;2000.0;99770.0;81188.19;81188.19;78370.76;96.53;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;637500.0;256880.0;257836.8;250073.4;240747.11;93.37;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;500000.0;226280.0;226274.9;226274.9;226274.9;100.0;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;10000.0;2640.0;2640.0;2640.0;2420.0;91.67;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;outros auxilios financeiros a pessoas fisicas;sem aplicacao;1669000.0;1916030.0;1916030.0;1901219.0;1729769.0;90.28;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;278000.0;294950.0;294940.96;266905.46;249399.32;84.56;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1338000.0;3522950.0;3522924.23;3252537.13;3123776.09;88.67;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;21000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;subvencoes sociais;sem aplicacao;1129000.0;1424520.0;1319511.0;1218291.0;899588.0;68.18;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;contratacao por tempo determinado;sem aplicacao;548000.0;90750.0;90743.36;90743.36;86318.89;95.12;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;45700.0;44540.0;44521.58;44521.58;32642.71;73.32;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;37000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;2106000.0;3430910.0;3430828.65;3430828.65;3137621.9;91.45;2019
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;14000.0;43730.0;43724.7;26726.7;26726.7;61.12;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;4000.0;1240.0;1240.0;240.0;240.0;19.35;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;auxilio transporte;sem aplicacao;3395000.0;2950630.0;2950616.36;2950616.36;2914497.43;98.78;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;contribuicoes;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;51200.0;332980.0;332872.31;332872.31;332872.31;100.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;27600.0;13020.0;13020.0;13020.0;13020.0;100.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;4000.0;1731631.57;1731623.97;1731623.97;1731623.97;100.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;5893400.0;6781898.0;6781819.25;6521886.63;6394720.97;94.29;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;1811000.0;2118150.0;2118121.8;1992316.87;1428432.19;67.44;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;645000.0;450960.0;450952.56;431203.68;390507.55;86.6;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;10308600.0;20969557.0;20911493.36;20050225.39;17451691.33;83.46;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;premiacoes culturais  artisticas  cientificas  desportivas e outras  6  i ;sem aplicacao;8000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;outras despesas correntes;subvencoes sociais;sem aplicacao;41000.0;31370.0;31370.0;18544.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;contratacao por tempo determinado;sem aplicacao;9375000.0;2962822.0;2962813.67;2962813.67;2961148.37;99.94;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;contribuicoes patronais  19  i ;sem aplicacao;13885000.0;13890480.0;13842856.38;13842856.38;11261436.99;81.35;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;1000.0;252790.0;252781.49;252781.49;4749.29;1.88;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;obrigacoes patronais;sem aplicacao;2732000.0;1170760.0;1170746.25;1170746.25;1120807.03;95.73;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;4039000.0;5610398.0;5610324.81;5610324.81;3981494.03;70.97;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;144300.0;57360.0;37013.8;37013.8;24286.8;65.62;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;56392300.0;59445340.0;59445265.58;59445265.58;54537559.2;91.74;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;contribuicoes;sem aplicacao;6700.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;1606000.0;1819180.0;1746880.04;1724828.94;1724828.94;98.74;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;7000.0;935110.0;934103.51;934103.51;918493.29;98.33;2019
prefeitura da cidade do paulista;fundo municipal de educacao do paulista   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;600000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;1000.0;990.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;680000.0;1000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;14709000.0;17807040.0;17794357.36;16322023.51;16313359.95;91.68;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;1000.0;1000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;2000.0;2000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;2000.0;2000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;691000.0;1000.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;700000.0;50500.0;50496.93;50496.93;50496.93;100.0;2019
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;20000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;20000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;62000.0;5330.0;5323.55;5323.55;5323.55;100.0;2019
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de incentivo a cultura   administracao direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;50000.0;271970.0;271968.09;59098.02;37173.97;13.67;2019
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;0.0;238320.0;238301.61;238301.61;238301.61;100.0;2019
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;27600000.0;29776450.0;29776369.38;27724795.99;26797405.39;90.0;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;3000.0;1000.0;1000.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;356000.0;125930.0;125915.0;125915.0;124755.53;99.08;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;1000.0;13900.0;13893.68;13893.68;12774.61;91.95;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;603000.0;607140.0;605860.05;605860.05;556726.88;91.89;2019
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;1500.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;contribuicoes;sem aplicacao;122500.0;113880.0;113835.0;113835.0;113835.0;100.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;21100.0;720.0;720.0;720.0;720.0;100.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;39300.0;1810.0;1809.05;1809.05;1809.05;100.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;200.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;6200.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;792300.0;927240.0;927190.23;927190.23;857031.24;92.43;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;900.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;1000.0;4840.0;4836.22;4836.22;4836.22;100.0;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;16000.0;48344.0;48322.91;48322.91;37269.58;77.13;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;65000.0;44090.0;44085.27;44085.27;36311.9;82.37;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;4698000.0;3824086.0;3824076.63;3824076.63;3519677.12;92.04;2019
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;50200.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;12000.0;790.0;790.0;790.0;790.0;100.0;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;17000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;4000.0;6300.0;6298.52;6298.52;5821.58;92.43;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;17000.0;3100.0;3095.17;3095.17;2762.5;89.25;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1047000.0;717420.0;717419.8;717419.8;661595.33;92.22;2019
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;12000.0;0.0;0.0;0.0;0.0;0.0;2019
prefeitura da cidade do paulista;reserva de contigencia;reserva de contingencia;reserva de contingencia;reserva de contingencia;sem aplicacao;3050000.0;0.0;0.0;0.0;0.0;0.0;2019
