Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.965.800,00;3.479.910,00;3.479.867,17;3.479.867,17;3.479.867,17;100,00
;;;;;"SEM APLICACAO";3.965.800,00;3.479.910,00;3.479.867,17;3.479.867,17;3.479.867,17;100,00
;;"DESPESAS DE CAPITAL";;;;28.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;28.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;28.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";28.000,00;0,00;0,00;0,00;0,00;0,00
;"GABINETE DO VICE PREFEITO   ADMINISTRACAO DIRETA";;;;;740.100,00;635.316,00;631.882,60;631.882,60;631.594,78;99,95
;;"DESPESAS CORRENTES";;;;732.600,00;635.316,00;631.882,60;631.882,60;631.594,78;99,95
;;;"OUTRAS DESPESAS CORRENTES";;;42.500,00;9.256,00;5.827,85;5.827,85;5.540,03;95,06
;;;;"Despesas de Exercicios Anteriores";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;17.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";17.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;8.500,00;6.256,00;5.827,85;5.827,85;5.540,03;95,06
;;;;;"SEM APLICACAO";8.500,00;6.256,00;5.827,85;5.827,85;5.540,03;95,06
;;;;"Passagens e Despesas com Locomocao";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;690.100,00;626.060,00;626.054,75;626.054,75;626.054,75;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;5.400,00;420,00;418,00;418,00;418,00;100,00
;;;;;"SEM APLICACAO";5.400,00;420,00;418,00;418,00;418,00;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;684.700,00;625.640,00;625.636,75;625.636,75;625.636,75;100,00
;;;;;"SEM APLICACAO";684.700,00;625.640,00;625.636,75;625.636,75;625.636,75;100,00
;;"DESPESAS DE CAPITAL";;;;7.500,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;7.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;7.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.500,00;0,00;0,00;0,00;0,00;0,00
;"RESERVA DE CONTIGENCIA";;;;;4.000.000,00;0,00;0,00;0,00;0,00;0,00
;;"Reserva de Contingencia";;;;4.000.000,00;0,00;0,00;0,00;0,00;0,00
;;;"Reserva de Contingencia";;;4.000.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Reserva de Contingencia";;4.000.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.000.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DA CONTROLADORIA  PLANEJAMENTO E GESTAO   ADMINISTRACAO DIRETA";;;;;9.781.600,00;1.165.128,00;1.158.473,95;1.137.922,57;1.137.922,57;98,23
;;"DESPESAS CORRENTES";;;;1.382.700,00;1.165.128,00;1.158.473,95;1.137.922,57;1.137.922,57;98,23
;;;"OUTRAS DESPESAS CORRENTES";;;217.300,00;84.268,00;77.981,73;69.106,23;69.106,23;88,62
;;;;"Despesas de Exercicios Anteriores";;6.300,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.300,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;12.400,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";12.400,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;29.200,00;5.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";29.200,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;110.400,00;79.268,00;77.981,73;69.106,23;69.106,23;88,62
;;;;;"SEM APLICACAO";110.400,00;79.268,00;77.981,73;69.106,23;69.106,23;88,62
;;;;"Passagens e Despesas com Locomocao";;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";40.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.165.400,00;1.080.860,00;1.080.492,22;1.068.816,34;1.068.816,34;98,92
;;;;"Despesas de Exercicios Anteriores";;5.000,00;11.500,00;11.481,91;11.481,91;11.481,91;100,00
;;;;;"SEM APLICACAO";5.000,00;11.500,00;11.481,91;11.481,91;11.481,91;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;15.000,00;9.070,00;8.738,04;8.738,04;8.738,04;100,00
;;;;;"SEM APLICACAO";15.000,00;9.070,00;8.738,04;8.738,04;8.738,04;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;147.200,00;140.810,00;140.804,05;129.128,17;129.128,17;91,71
;;;;;"SEM APLICACAO";147.200,00;140.810,00;140.804,05;129.128,17;129.128,17;91,71
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;998.200,00;919.480,00;919.468,22;919.468,22;919.468,22;100,00
;;;;;"SEM APLICACAO";998.200,00;919.480,00;919.468,22;919.468,22;919.468,22;100,00
;;"DESPESAS DE CAPITAL";;;;8.398.900,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;8.398.900,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;1.343.900,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.343.900,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;3.720.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.720.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;3.335.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.335.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ADMINISTRACAO   ADMINISTRACAO DIRETA";;;;;7.387.000,00;8.461.249,00;8.416.374,67;8.335.452,67;8.301.919,46;98,64
;;"DESPESAS CORRENTES";;;;7.381.000,00;8.458.549,00;8.413.674,67;8.332.752,67;8.299.219,46;98,64
;;;"OUTRAS DESPESAS CORRENTES";;;2.935.500,00;2.927.019,00;2.901.617,31;2.820.695,31;2.787.167,10;96,06
;;;;"Auxilio Alimentacao";;2.000,00;1.520,00;1.510,90;1.510,90;1.510,90;100,00
;;;;;"SEM APLICACAO";2.000,00;1.520,00;1.510,90;1.510,90;1.510,90;100,00
;;;;"Despesas de Exercicios Anteriores";;27.100,00;16.190,00;16.148,82;16.148,82;16.148,82;100,00
;;;;;"SEM APLICACAO";27.100,00;16.190,00;16.148,82;16.148,82;16.148,82;100,00
;;;;"Diarias   Civil";;9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;96.530,00;96.523,74;96.523,74;96.523,74;100,00
;;;;;"SEM APLICACAO";1.000,00;96.530,00;96.523,74;96.523,74;96.523,74;100,00
;;;;"Material de Consumo";;66.000,00;245.990,00;245.977,98;244.955,98;244.611,84;99,44
;;;;;"SEM APLICACAO";66.000,00;245.990,00;245.977,98;244.955,98;244.611,84;99,44
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;2.118.300,00;1.905.789,00;1.882.163,55;1.802.263,55;1.769.079,48;93,99
;;;;;"SEM APLICACAO";2.118.300,00;1.905.789,00;1.882.163,55;1.802.263,55;1.769.079,48;93,99
;;;;"Passagens e Despesas com Locomocao";;304.100,00;18.830,00;17.125,69;17.125,69;17.125,69;100,00
;;;;;"SEM APLICACAO";304.100,00;18.830,00;17.125,69;17.125,69;17.125,69;100,00
;;;;"Servicos de Consultoria";;401.000,00;642.170,00;642.166,63;642.166,63;642.166,63;100,00
;;;;;"SEM APLICACAO";401.000,00;642.170,00;642.166,63;642.166,63;642.166,63;100,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.445.500,00;5.531.530,00;5.512.057,36;5.512.057,36;5.512.052,36;100,00
;;;;"Despesas de Exercicios Anteriores";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;69.900,00;177.130,00;158.242,65;158.242,65;158.242,65;100,00
;;;;;"SEM APLICACAO";69.900,00;177.130,00;158.242,65;158.242,65;158.242,65;100,00
;;;;"Pensoes";;701.500,00;599.590,00;599.581,10;599.581,10;599.581,10;100,00
;;;;;"SEM APLICACAO";701.500,00;599.590,00;599.581,10;599.581,10;599.581,10;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.664.100,00;4.754.810,00;4.754.233,61;4.754.233,61;4.754.228,61;100,00
;;;;;"SEM APLICACAO";3.664.100,00;4.754.810,00;4.754.233,61;4.754.233,61;4.754.228,61;100,00
;;"DESPESAS DE CAPITAL";;;;6.000,00;2.700,00;2.700,00;2.700,00;2.700,00;100,00
;;;"INVESTIMENTOS";;;6.000,00;2.700,00;2.700,00;2.700,00;2.700,00;100,00
;;;;"Equipamentos e Material Permanente";;6.000,00;2.700,00;2.700,00;2.700,00;2.700,00;100,00
;;;;;"SEM APLICACAO";6.000,00;2.700,00;2.700,00;2.700,00;2.700,00;100,00
;"SECRETARIA DE ASSUNTOS JURIDICOS   ADMINISTRACAO DIRETA";;;;;12.155.900,00;29.529.230,00;29.336.644,22;29.333.862,10;29.207.622,64;99,56
;;"DESPESAS CORRENTES";;;;12.141.900,00;29.529.230,00;29.336.644,22;29.333.862,10;29.207.622,64;99,56
;;;"OUTRAS DESPESAS CORRENTES";;;1.985.000,00;18.404.660,00;18.212.785,07;18.210.002,95;18.166.084,17;99,74
;;;;"Despesas de Exercicios Anteriores";;4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;18.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";18.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;0,00;1.016.920,00;1.016.918,78;1.016.918,78;973.000,00;95,68
;;;;;"SEM APLICACAO";0,00;1.016.920,00;1.016.918,78;1.016.918,78;973.000,00;95,68
;;;;"Material de Consumo";;60.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";60.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;50.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";50.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;349.000,00;152.560,00;152.552,39;149.770,27;149.770,27;98,18
;;;;;"SEM APLICACAO";349.000,00;152.560,00;152.552,39;149.770,27;149.770,27;98,18
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;448.000,00;116.980,00;116.970,19;116.970,19;116.970,19;100,00
;;;;;"SEM APLICACAO";448.000,00;116.980,00;116.970,19;116.970,19;116.970,19;100,00
;;;;"Servicos de Consultoria";;1.051.000,00;17.108.200,00;16.926.343,71;16.926.343,71;16.926.343,71;100,00
;;;;;"SEM APLICACAO";1.051.000,00;17.108.200,00;16.926.343,71;16.926.343,71;16.926.343,71;100,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;10.156.900,00;11.124.570,00;11.123.859,15;11.123.859,15;11.041.538,47;99,26
;;;;"Despesas de Exercicios Anteriores";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.481.300,00;491.540,00;491.518,61;491.518,61;491.518,61;100,00
;;;;;"SEM APLICACAO";1.481.300,00;491.540,00;491.518,61;491.518,61;491.518,61;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;4.460.000,00;5.927.520,00;5.926.851,40;5.926.851,40;5.844.530,72;98,61
;;;;;"SEM APLICACAO";4.460.000,00;5.927.520,00;5.926.851,40;5.926.851,40;5.844.530,72;98,61
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;4.204.600,00;4.705.510,00;4.705.489,14;4.705.489,14;4.705.489,14;100,00
;;;;;"SEM APLICACAO";4.204.600,00;4.705.510,00;4.705.489,14;4.705.489,14;4.705.489,14;100,00
;;"DESPESAS DE CAPITAL";;;;14.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";14.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENVOLVIMENTO ECONOMICO  TURISMO  E CULTURA   ADM. DIRETA";;;;;4.701.000,00;5.549.394,00;5.107.206,30;5.107.206,30;5.107.206,30;100,00
;;"DESPESAS CORRENTES";;;;4.412.500,00;5.549.394,00;5.107.206,30;5.107.206,30;5.107.206,30;100,00
;;;"OUTRAS DESPESAS CORRENTES";;;2.542.500,00;3.746.914,00;3.304.769,23;3.304.769,23;3.304.769,23;100,00
;;;;"Despesas de Exercicios Anteriores";;10.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;17.000,00;17.000,00;17.000,00;17.000,00;100,00
;;;;;"SEM APLICACAO";1.000,00;17.000,00;17.000,00;17.000,00;17.000,00;100,00
;;;;"Material de Consumo";;131.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";131.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obrigacoes Tributarias e Contributivas";;14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;96.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";96.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;2.240.000,00;3.729.914,00;3.287.769,23;3.287.769,23;3.287.769,23;100,00
;;;;;"SEM APLICACAO";2.240.000,00;3.729.914,00;3.287.769,23;3.287.769,23;3.287.769,23;100,00
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;35.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";35.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.870.000,00;1.802.480,00;1.802.437,07;1.802.437,07;1.802.437,07;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;10.000,00;35.220,00;35.194,17;35.194,17;35.194,17;100,00
;;;;;"SEM APLICACAO";10.000,00;35.220,00;35.194,17;35.194,17;35.194,17;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.860.000,00;1.767.260,00;1.767.242,90;1.767.242,90;1.767.242,90;100,00
;;;;;"SEM APLICACAO";1.860.000,00;1.767.260,00;1.767.242,90;1.767.242,90;1.767.242,90;100,00
;;"DESPESAS DE CAPITAL";;;;288.500,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;288.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;258.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";258.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";30.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENV. URBANO  HABITACAO E MEIO AMBIENTE   ADMINISTRACAO DIRETA";;;;;5.242.600,00;4.998.780,00;4.992.134,27;4.954.653,24;4.954.653,24;99,25
;;"DESPESAS CORRENTES";;;;5.076.100,00;4.983.520,00;4.976.881,77;4.939.400,74;4.939.400,74;99,25
;;;"OUTRAS DESPESAS CORRENTES";;;837.000,00;351.670,00;351.649,80;314.168,77;314.168,77;89,34
;;;;"Despesas de Exercicios Anteriores";;23.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";23.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;100.000,00;1.440,00;1.440,00;1.440,00;1.440,00;100,00
;;;;;"SEM APLICACAO";100.000,00;1.440,00;1.440,00;1.440,00;1.440,00;100,00
;;;;"Material de Consumo";;104.000,00;37.180,00;37.178,60;15.982,60;15.982,60;42,99
;;;;;"SEM APLICACAO";104.000,00;37.180,00;37.178,60;15.982,60;15.982,60;42,99
;;;;"Obrigacoes Tributarias e Contributivas";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;526.000,00;313.050,00;313.031,20;296.746,17;296.746,17;94,80
;;;;;"SEM APLICACAO";526.000,00;313.050,00;313.031,20;296.746,17;296.746,17;94,80
;;;;"Passagens e Despesas com Locomocao";;27.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";27.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;25.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";25.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.239.100,00;4.631.850,00;4.625.231,97;4.625.231,97;4.625.231,97;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;82.200,00;58.770,00;58.740,81;58.740,81;58.740,81;100,00
;;;;;"SEM APLICACAO";82.200,00;58.770,00;58.740,81;58.740,81;58.740,81;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;31.400,00;24.833,03;24.833,03;24.833,03;100,00
;;;;;"SEM APLICACAO";0,00;31.400,00;24.833,03;24.833,03;24.833,03;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;4.156.900,00;4.541.680,00;4.541.658,13;4.541.658,13;4.541.658,13;100,00
;;;;;"SEM APLICACAO";4.156.900,00;4.541.680,00;4.541.658,13;4.541.658,13;4.541.658,13;100,00
;;"DESPESAS DE CAPITAL";;;;166.500,00;15.260,00;15.252,50;15.252,50;15.252,50;100,00
;;;"INVESTIMENTOS";;;166.500,00;15.260,00;15.252,50;15.252,50;15.252,50;100,00
;;;;"Aquisicao de Imoveis";;14.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";14.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;146.000,00;15.260,00;15.252,50;15.252,50;15.252,50;100,00
;;;;;"SEM APLICACAO";146.000,00;15.260,00;15.252,50;15.252,50;15.252,50;100,00
;;;;"Obras e Instalacoes";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE FINANCAS   ADMINISTRACAO DIRETA";;;;;12.976.300,00;13.998.454,00;13.850.710,03;13.796.756,88;13.790.446,36;99,56
;;"DESPESAS CORRENTES";;;;12.963.300,00;13.825.074,00;13.681.283,53;13.627.330,38;13.621.019,86;99,56
;;;"OUTRAS DESPESAS CORRENTES";;;2.307.500,00;2.160.684,00;2.016.919,15;1.962.966,00;1.956.655,48;97,01
;;;;"Auxilio Alimentacao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;52.000,00;23.800,00;23.798,94;23.798,94;23.798,94;100,00
;;;;;"SEM APLICACAO";52.000,00;23.800,00;23.798,94;23.798,94;23.798,94;100,00
;;;;"Material de Consumo";;18.000,00;11.590,00;300,00;300,00;300,00;100,00
;;;;;"SEM APLICACAO";18.000,00;11.590,00;300,00;300,00;300,00;100,00
;;;;"Obrigacoes Tributarias e Contributivas";;20.000,00;109.870,00;53.936,80;53.936,80;49.773,41;92,28
;;;;;"SEM APLICACAO";20.000,00;109.870,00;53.936,80;53.936,80;49.773,41;92,28
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;2.186.500,00;2.015.424,00;1.938.883,41;1.884.930,26;1.882.783,13;97,11
;;;;;"SEM APLICACAO";2.186.500,00;2.015.424,00;1.938.883,41;1.884.930,26;1.882.783,13;97,11
;;;;"Passagens e Despesas com Locomocao";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;10.655.800,00;11.664.390,00;11.664.364,38;11.664.364,38;11.664.364,38;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;254.500,00;149.190,00;149.174,53;149.174,53;149.174,53;100,00
;;;;;"SEM APLICACAO";254.500,00;149.190,00;149.174,53;149.174,53;149.174,53;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;10.400.300,00;11.515.200,00;11.515.189,85;11.515.189,85;11.515.189,85;100,00
;;;;;"SEM APLICACAO";10.400.300,00;11.515.200,00;11.515.189,85;11.515.189,85;11.515.189,85;100,00
;;"DESPESAS DE CAPITAL";;;;13.000,00;173.380,00;169.426,50;169.426,50;169.426,50;100,00
;;;"INVESTIMENTOS";;;13.000,00;173.380,00;169.426,50;169.426,50;169.426,50;100,00
;;;;"Equipamentos e Material Permanente";;13.000,00;173.380,00;169.426,50;169.426,50;169.426,50;100,00
;;;;;"SEM APLICACAO";13.000,00;173.380,00;169.426,50;169.426,50;169.426,50;100,00
;"SECRETARIA DE INFRAESTRUTURA E SERVICOS PUBLICOS   ADMINISTRACAO DIRETA";;;;;108.036.600,00;121.982.364,00;36.289.583,39;35.308.940,07;35.303.797,45;97,28
;;"DESPESAS CORRENTES";;;;15.637.700,00;26.788.294,00;25.404.242,48;25.361.031,39;25.355.888,77;99,81
;;;"OUTRAS DESPESAS CORRENTES";;;8.427.600,00;20.420.644,00;19.055.506,44;19.012.295,35;19.011.673,89;99,77
;;;;"Auxilio Alimentacao";;4.000,00;6.670,00;6.661,80;6.661,80;6.661,80;100,00
;;;;;"SEM APLICACAO";4.000,00;6.670,00;6.661,80;6.661,80;6.661,80;100,00
;;;;"Despesas de Exercicios Anteriores";;10.900,00;1.512.870,00;1.512.800,61;1.512.800,61;1.512.800,61;100,00
;;;;;"SEM APLICACAO";10.900,00;1.512.870,00;1.512.800,61;1.512.800,61;1.512.800,61;100,00
;;;;"Diarias   Civil";;31.000,00;9.480,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";31.000,00;9.480,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;16.000,00;3.078.870,00;2.836.736,31;2.836.736,31;2.836.736,31;100,00
;;;;;"SEM APLICACAO";16.000,00;3.078.870,00;2.836.736,31;2.836.736,31;2.836.736,31;100,00
;;;;"Material de Consumo";;512.700,00;2.196.370,00;1.976.606,31;1.973.951,81;1.973.951,81;99,87
;;;;;"SEM APLICACAO";512.700,00;2.196.370,00;1.976.606,31;1.973.951,81;1.973.951,81;99,87
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;7.676.000,00;13.329.934,00;12.722.701,41;12.682.144,82;12.681.523,36;99,68
;;;;;"SEM APLICACAO";7.676.000,00;13.329.934,00;12.722.701,41;12.682.144,82;12.681.523,36;99,68
;;;;"Passagens e Despesas com Locomocao";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.000,00;0,00;0,00;0,00;0,00;0,00
