Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;;"SEM APLICACAO";125.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.270.500,00;1.187.080,00;1.187.043,81;1.187.043,81;1.077.012,49;90,73
;;;;"Outras Despesas Variaveis   Pessoal Civil";;127.100,00;29.020,00;29.007,38;29.007,38;29.007,38;100,00
;;;;;"SEM APLICACAO";127.100,00;29.020,00;29.007,38;29.007,38;29.007,38;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.143.400,00;1.158.060,00;1.158.036,43;1.158.036,43;1.048.005,11;90,50
;;;;;"SEM APLICACAO";1.143.400,00;1.158.060,00;1.158.036,43;1.158.036,43;1.048.005,11;90,50
;;"DESPESAS DE CAPITAL";;;;21.200,00;9.210,00;9.208,72;9.208,72;9.208,72;100,00
;;;"INVESTIMENTOS";;;21.200,00;9.210,00;9.208,72;9.208,72;9.208,72;100,00
;;;;"Equipamentos e Material Permanente";;21.200,00;9.210,00;9.208,72;9.208,72;9.208,72;100,00
;;;;;"SEM APLICACAO";21.200,00;9.210,00;9.208,72;9.208,72;9.208,72;100,00
;;;;"Obras e Instalacoes";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO   ADMINISTRACAO DIRETA";;;;;9.154.200,00;8.226.550,00;3.849.341,81;3.818.832,73;3.511.037,37;91,21
;;"DESPESAS CORRENTES";;;;4.437.200,00;3.604.180,00;3.506.341,81;3.475.832,73;3.168.037,37;90,35
;;;"OUTRAS DESPESAS CORRENTES";;;626.600,00;451.150,00;353.360,29;322.851,21;287.383,44;81,33
;;;;"Despesas de Exercicios Anteriores";;6.000,00;29.260,00;29.253,13;15.253,13;15.253,13;52,14
;;;;;"SEM APLICACAO";6.000,00;29.260,00;29.253,13;15.253,13;15.253,13;52,14
;;;;"Diarias   Civil";;6.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;60.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";60.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;47.500,00;10.990,00;10.977,63;10.586,58;7.796,58;71,02
;;;;;"SEM APLICACAO";47.500,00;10.990,00;10.977,63;10.586,58;7.796,58;71,02
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;4.900,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.900,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;451.000,00;410.900,00;313.129,53;297.011,50;264.333,73;84,42
;;;;;"SEM APLICACAO";451.000,00;410.900,00;313.129,53;297.011,50;264.333,73;84,42
;;;;"Passagens e Despesas com Locomocao";;25.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";25.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;25.200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";25.200,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;3.810.600,00;3.153.030,00;3.152.981,52;3.152.981,52;2.880.653,93;91,36
;;;;"Outras Despesas Variaveis   Pessoal Civil";;158.600,00;69.210,00;69.181,41;69.181,41;48.939,36;70,74
;;;;;"SEM APLICACAO";158.600,00;69.210,00;69.181,41;69.181,41;48.939,36;70,74
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.652.000,00;3.083.820,00;3.083.800,11;3.083.800,11;2.831.714,57;91,83
;;;;;"SEM APLICACAO";3.652.000,00;3.083.820,00;3.083.800,11;3.083.800,11;2.831.714,57;91,83
;;"DESPESAS DE CAPITAL";;;;4.717.000,00;4.622.370,00;343.000,00;343.000,00;343.000,00;100,00
;;;"INVESTIMENTOS";;;4.717.000,00;4.622.370,00;343.000,00;343.000,00;343.000,00;100,00
;;;;"Aquisicao de Imoveis";;15.600,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.600,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;139.700,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";139.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;5.200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.773.000,00;1.838.870,00;343.000,00;343.000,00;343.000,00;100,00
;;;;;"SEM APLICACAO";1.773.000,00;1.838.870,00;343.000,00;343.000,00;343.000,00;100,00
;;;;"Servicos de Consultoria";;2.783.500,00;2.783.500,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.783.500,00;2.783.500,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE EDUCACAO   ADMINISTRACAO DIRETA";;;;;98.408.500,00;105.595.080,00;101.373.398,82;100.956.613,95;91.813.166,35;90,57
;;"DESPESAS CORRENTES";;;;97.475.000,00;105.091.700,00;100.959.070,12;100.590.165,30;91.574.517,70;90,70
;;;"OUTRAS DESPESAS CORRENTES";;;22.195.200,00;24.570.280,00;24.001.084,95;23.632.180,13;20.380.163,42;84,91
;;;;"Auxilio Alimentacao";;0,00;31.070,00;31.056,00;31.056,00;30.831,00;99,28
;;;;;"SEM APLICACAO";0,00;31.070,00;31.056,00;31.056,00;30.831,00;99,28
;;;;"Auxilio Transporte";;4.040.900,00;3.276.260,00;3.276.254,22;3.276.254,22;3.238.167,82;98,84
;;;;;"SEM APLICACAO";4.040.900,00;3.276.260,00;3.276.254,22;3.276.254,22;3.238.167,82;98,84
;;;;"Contribuicoes";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;165.000,00;1.276.640,00;1.276.612,91;1.247.211,83;1.022.718,65;80,11
;;;;;"SEM APLICACAO";165.000,00;1.276.640,00;1.276.612,91;1.247.211,83;1.022.718,65;80,11
;;;;"Diarias   Civil";;29.000,00;15.040,00;14.600,00;14.600,00;14.600,00;100,00
;;;;;"SEM APLICACAO";29.000,00;15.040,00;14.600,00;14.600,00;14.600,00;100,00
;;;;"Indenizacoes e Restituicoes";;48.000,00;366.010,00;344.187,32;344.187,32;331.226,48;96,23
;;;;;"SEM APLICACAO";48.000,00;366.010,00;344.187,32;344.187,32;331.226,48;96,23
;;;;"Material de Consumo";;3.708.000,00;3.617.620,00;3.312.859,56;3.275.288,99;3.046.313,39;91,95
;;;;;"SEM APLICACAO";3.708.000,00;3.617.620,00;3.312.859,56;3.275.288,99;3.046.313,39;91,95
;;;;"Material de Distribuicao Gratuita";;3.461.000,00;1.291.630,00;1.287.150,57;1.287.150,57;1.003.281,44;77,95
;;;;;"SEM APLICACAO";3.461.000,00;1.291.630,00;1.287.150,57;1.287.150,57;1.003.281,44;77,95
;;;;"Obrigacoes Tributarias e Contributivas";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Desp. Variaveis Pessoal Civil";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;568.300,00;538.240,00;506.721,25;502.739,50;466.468,60;92,06
;;;;;"SEM APLICACAO";568.300,00;538.240,00;506.721,25;502.739,50;466.468,60;92,06
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;9.881.000,00;13.852.110,00;13.645.991,12;13.348.039,70;11.059.022,04;81,04
;;;;;"SEM APLICACAO";9.881.000,00;13.852.110,00;13.645.991,12;13.348.039,70;11.059.022,04;81,04
;;;;"Passagens e Despesas com Locomocao";;9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Premiacoes Culturais  Artisticas  Cientificas  Desportivas e Outras  6  I ";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Subvencoes Sociais";;264.000,00;305.660,00;305.652,00;305.652,00;167.534,00;54,81
;;;;;"SEM APLICACAO";264.000,00;305.660,00;305.652,00;305.652,00;167.534,00;54,81
;;;"PESSOAL E ENCARGOS SOCIAIS";;;75.279.800,00;80.521.420,00;76.957.985,17;76.957.985,17;71.194.354,28;92,51
;;;;"Contratacao por Tempo Determinado";;5.298.200,00;8.415.920,00;8.415.882,03;8.415.882,03;7.636.405,08;90,74
;;;;;"SEM APLICACAO";5.298.200,00;8.415.920,00;8.415.882,03;8.415.882,03;7.636.405,08;90,74
;;;;"Despesas de Exercicios Anteriores";;0,00;2.850,00;2.836,46;2.836,46;2.836,46;100,00
;;;;;"SEM APLICACAO";0,00;2.850,00;2.836,46;2.836,46;2.836,46;100,00
;;;;"Obrigacoes Patronais";;11.005.800,00;17.798.990,00;14.740.719,74;14.740.719,74;13.640.445,60;92,54
;;;;;"SEM APLICACAO";11.004.800,00;2.262.740,00;2.262.689,19;2.262.689,19;2.052.601,12;90,72
;;;;;"SEM APLICACAO";1.000,00;15.536.250,00;12.478.030,55;12.478.030,55;11.587.844,48;92,87
;;;;"Outras Despesas Variaveis   Pessoal Civil";;8.003.800,00;4.739.540,00;4.715.529,14;4.715.529,14;4.399.502,03;93,30
;;;;;"SEM APLICACAO";8.003.800,00;4.739.540,00;4.715.529,14;4.715.529,14;4.399.502,03;93,30
;;;;"Pensoes";;45.100,00;18.740,00;18.740,00;18.740,00;18.740,00;100,00
;;;;;"SEM APLICACAO";45.100,00;18.740,00;18.740,00;18.740,00;18.740,00;100,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;50.926.900,00;49.545.380,00;49.064.277,80;49.064.277,80;45.496.425,11;92,73
;;;;;"SEM APLICACAO";50.926.900,00;49.545.380,00;49.064.277,80;49.064.277,80;45.496.425,11;92,73
;;"DESPESAS DE CAPITAL";;;;933.500,00;503.380,00;414.328,70;366.448,65;238.648,65;57,60
;;;"INVESTIMENTOS";;;933.500,00;503.380,00;414.328,70;366.448,65;238.648,65;57,60
;;;;"Contribuicoes";;12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;575.000,00;347.240,00;297.685,04;297.685,04;169.885,04;57,07
;;;;;"SEM APLICACAO";575.000,00;347.240,00;297.685,04;297.685,04;169.885,04;57,07
;;;;"Obras e Instalacoes";;187.500,00;108.350,00;68.904,94;21.024,89;21.024,89;30,51
;;;;;"SEM APLICACAO";187.500,00;108.350,00;68.904,94;21.024,89;21.024,89;30,51
;;;;"Servicos de Consultoria";;144.000,00;47.790,00;47.738,72;47.738,72;47.738,72;100,00
;;;;;"SEM APLICACAO";144.000,00;47.790,00;47.738,72;47.738,72;47.738,72;100,00
;"SECRETARIA DE FINANCAS   ADMINISTRACAO DIRETA";;;;;10.096.000,00;9.498.180,00;7.760.592,43;7.643.639,84;7.094.899,58;91,42
;;"DESPESAS CORRENTES";;;;9.902.000,00;9.341.340,00;7.757.752,43;7.640.799,84;7.092.059,58;91,42
;;;"OUTRAS DESPESAS CORRENTES";;;2.696.000,00;3.038.590,00;1.455.023,83;1.338.071,24;1.286.348,81;88,41
;;;;"Despesas de Exercicios Anteriores";;17.000,00;315.830,00;315.023,47;315.023,47;315.023,47;100,00
;;;;;"SEM APLICACAO";17.000,00;315.830,00;315.023,47;315.023,47;315.023,47;100,00
;;;;"Diarias   Civil";;6.000,00;10.420,00;7.460,00;7.460,00;7.460,00;100,00
;;;;;"SEM APLICACAO";6.000,00;10.420,00;7.460,00;7.460,00;7.460,00;100,00
;;;;"Indenizacoes e Restituicoes";;10.000,00;407.570,00;407.509,27;407.509,27;397.194,14;97,47
;;;;;"SEM APLICACAO";10.000,00;407.570,00;407.509,27;407.509,27;397.194,14;97,47
;;;;"Material de Consumo";;32.000,00;15.270,00;15.258,70;15.258,70;4.818,10;31,58
;;;;;"SEM APLICACAO";32.000,00;15.270,00;15.258,70;15.258,70;4.818,10;31,58
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;2.596.000,00;2.289.500,00;709.772,39;592.819,80;561.853,10;79,16
;;;;;"SEM APLICACAO";2.596.000,00;2.289.500,00;709.772,39;592.819,80;561.853,10;79,16
;;;;"Passagens e Despesas com Locomocao";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;14.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";14.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;7.206.000,00;6.302.750,00;6.302.728,60;6.302.728,60;5.805.710,77;92,11
;;;;"Outras Despesas Variaveis   Pessoal Civil";;435.400,00;188.700,00;188.688,23;188.688,23;165.977,94;87,96
;;;;;"SEM APLICACAO";435.400,00;188.700,00;188.688,23;188.688,23;165.977,94;87,96
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;386.100,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";386.100,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;6.384.500,00;6.114.050,00;6.114.040,37;6.114.040,37;5.639.732,83;92,24
;;;;;"SEM APLICACAO";6.384.500,00;6.114.050,00;6.114.040,37;6.114.040,37;5.639.732,83;92,24
;;"DESPESAS DE CAPITAL";;;;194.000,00;156.840,00;2.840,00;2.840,00;2.840,00;100,00
;;;"INVESTIMENTOS";;;194.000,00;156.840,00;2.840,00;2.840,00;2.840,00;100,00
;;;;"Equipamentos e Material Permanente";;109.000,00;71.840,00;2.840,00;2.840,00;2.840,00;100,00
;;;;;"SEM APLICACAO";109.000,00;71.840,00;2.840,00;2.840,00;2.840,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;85.000,00;85.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";85.000,00;85.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE   ADM. DIRETA";;;;;52.981.400,00;46.655.540,00;28.660.347,41;27.476.592,43;24.074.332,67;84,00
;;"DESPESAS CORRENTES";;;;13.811.600,00;12.584.110,00;11.938.523,19;11.693.921,88;10.405.495,15;87,16
;;;"OUTRAS DESPESAS CORRENTES";;;6.973.500,00;5.624.620,00;4.981.108,71;4.736.507,40;4.104.589,28;82,40
;;;;"Auxilio Alimentacao";;5.000,00;8.400,00;8.394,00;8.394,00;6.639,00;79,09
;;;;;"SEM APLICACAO";5.000,00;8.400,00;8.394,00;8.394,00;6.639,00;79,09
;;;;"Despesas de Exercicios Anteriores";;28.700,00;47.310,00;47.309,88;47.309,88;47.309,88;100,00
;;;;;"SEM APLICACAO";28.700,00;47.310,00;47.309,88;47.309,88;47.309,88;100,00
;;;;"Diarias   Civil";;38.800,00;6.320,00;790,00;790,00;790,00;100,00
;;;;;"SEM APLICACAO";38.800,00;6.320,00;790,00;790,00;790,00;100,00
;;;;"Indenizacoes e Restituicoes";;12.000,00;28.140,00;23.132,21;23.132,21;23.132,21;100,00
;;;;;"SEM APLICACAO";12.000,00;28.140,00;23.132,21;23.132,21;23.132,21;100,00
;;;;"Material de Consumo";;722.500,00;832.490,00;769.561,07;646.862,06;474.149,76;61,61
;;;;;"SEM APLICACAO";722.500,00;832.490,00;769.561,07;646.862,06;474.149,76;61,61
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;56.900,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";56.900,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;5.904.600,00;4.701.960,00;4.131.921,55;4.010.019,25;3.552.568,43;85,98
;;;;;"SEM APLICACAO";5.904.600,00;4.701.960,00;4.131.921,55;4.010.019,25;3.552.568,43;85,98
;;;;"Passagens e Despesas com Locomocao";;26.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";26.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;179.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";179.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;6.838.100,00;6.959.490,00;6.957.414,48;6.957.414,48;6.300.905,87;90,56
;;;;"Contratacao por Tempo Determinado";;619.000,00;508.170,00;508.161,26;508.161,26;470.957,26;92,68
;;;;;"SEM APLICACAO";619.000,00;508.170,00;508.161,26;508.161,26;470.957,26;92,68
;;;;"Despesas de Exercicios Anteriores";;16.200,00;32.510,00;32.499,71;32.499,71;8.573,68;26,38
;;;;;"SEM APLICACAO";16.200,00;32.510,00;32.499,71;32.499,71;8.573,68;26,38
;;;;"Outras Despesas Variaveis   Pessoal Civil";;993.600,00;193.820,00;193.806,82;193.806,82;161.935,01;83,55
;;;;;"SEM APLICACAO";993.600,00;193.820,00;193.806,82;193.806,82;161.935,01;83,55
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;308.400,00;129.990,00;127.981,20;127.981,20;67.710,36;52,91
;;;;;"SEM APLICACAO";308.400,00;129.990,00;127.981,20;127.981,20;67.710,36;52,91
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;4.900.900,00;6.095.000,00;6.094.965,49;6.094.965,49;5.591.729,56;91,74
;;;;;"SEM APLICACAO";4.900.900,00;6.095.000,00;6.094.965,49;6.094.965,49;5.591.729,56;91,74
;;"DESPESAS DE CAPITAL";;;;39.169.800,00;34.071.430,00;16.721.824,22;15.782.670,55;13.668.837,52;81,74
;;;"INVESTIMENTOS";;;39.169.800,00;34.071.430,00;16.721.824,22;15.782.670,55;13.668.837,52;81,74
;;;;"Despesas de Exercicios Anteriores";;1.727.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.727.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;148.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";148.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;1.418.100,00;50.000,00;50.000,00;50.000,00;50.000,00;100,00
;;;;;"SEM APLICACAO";1.418.100,00;50.000,00;50.000,00;50.000,00;50.000,00;100,00
;;;;"Obras e Instalacoes";;35.075.700,00;33.965.200,00;16.620.075,05;15.709.262,10;13.595.429,07;81,80
;;;;;"SEM APLICACAO";35.075.700,00;33.965.200,00;16.620.075,05;15.709.262,10;13.595.429,07;81,80
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;160.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";160.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;641.000,00;56.230,00;51.749,17;23.408,45;23.408,45;45,23
;;;;;"SEM APLICACAO";641.000,00;56.230,00;51.749,17;23.408,45;23.408,45;45,23
;"SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS   ADMINISTRACAO DIRETA";;;;;10.591.100,00;9.458.680,00;9.309.363,42;8.928.916,12;8.097.431,32;86,98
;;"DESPESAS CORRENTES";;;;10.555.100,00;9.458.680,00;9.309.363,42;8.928.916,12;8.097.431,32;86,98
;;;"OUTRAS DESPESAS CORRENTES";;;1.803.700,00;2.269.670,00;2.120.382,36;1.739.935,06;1.486.313,54;70,10
;;;;"Auxilio Alimentacao";;23.000,00;102.230,00;102.222,00;102.222,00;90.642,00;88,67
;;;;;"SEM APLICACAO";23.000,00;102.230,00;102.222,00;102.222,00;90.642,00;88,67
;;;;"Despesas de Exercicios Anteriores";;10.000,00;12.890,00;12.887,28;12.887,28;12.887,28;100,00
;;;;;"SEM APLICACAO";10.000,00;12.890,00;12.887,28;12.887,28;12.887,28;100,00
;;;;"Diarias   Civil";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;1.111.000,00;1.268.660,00;1.194.251,01;870.786,01;713.598,43;59,75
;;;;;"SEM APLICACAO";1.111.000,00;1.268.660,00;1.194.251,01;870.786,01;713.598,43;59,75
;;;;"Obrigacoes Tributarias e Contributivas";;15.000,00;12.000,00;11.455,92;11.455,92;11.455,92;100,00
;;;;;"SEM APLICACAO";15.000,00;12.000,00;11.455,92;11.455,92;11.455,92;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;85.000,00;57.290,00;57.280,32;57.280,32;57.280,32;100,00
;;;;;"SEM APLICACAO";85.000,00;57.290,00;57.280,32;57.280,32;57.280,32;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;529.700,00;816.600,00;742.285,83;685.303,53;600.449,59;80,89
;;;;;"SEM APLICACAO";529.700,00;816.600,00;742.285,83;685.303,53;600.449,59;80,89
;;;;"Passagens e Despesas com Locomocao";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;8.751.400,00;7.189.010,00;7.188.981,06;7.188.981,06;6.611.117,78;91,96
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.665.200,00;1.162.660,00;1.162.640,90;1.162.640,90;1.046.330,76;90,00
;;;;;"SEM APLICACAO";1.665.200,00;1.162.660,00;1.162.640,90;1.162.640,90;1.046.330,76;90,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;7.086.200,00;6.026.350,00;6.026.340,16;6.026.340,16;5.564.787,02;92,34
;;;;;"SEM APLICACAO";7.086.200,00;6.026.350,00;6.026.340,16;6.026.340,16;5.564.787,02;92,34
;;"DESPESAS DE CAPITAL";;;;36.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;36.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;36.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";36.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE POLITICAS SOCIAIS E ESPORTES   ADMINISTRACAO DIRETA";;;;;60.000,00;2.090.170,00;1.999.533,93;1.999.533,93;1.768.888,00;88,47
;;"DESPESAS CORRENTES";;;;60.000,00;2.090.170,00;1.999.533,93;1.999.533,93;1.768.888,00;88,47
;;;"OUTRAS DESPESAS CORRENTES";;;60.000,00;2.090.170,00;1.999.533,93;1.999.533,93;1.768.888,00;88,47
;;;;"Material de Consumo";;20.000,00;4.000,00;3.925,93;3.925,93;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;4.000,00;3.925,93;3.925,93;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;20.000,00;2.079.760,00;1.989.200,00;1.989.200,00;1.762.480,00;88,60
;;;;;"SEM APLICACAO";20.000,00;2.079.760,00;1.989.200,00;1.989.200,00;1.762.480,00;88,60
;;;;"Subvencoes Sociais";;0,00;6.410,00;6.408,00;6.408,00;6.408,00;100,00
;;;;;"SEM APLICACAO";0,00;6.410,00;6.408,00;6.408,00;6.408,00;100,00
;"SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL   ADMINISTRACAO DIRETA";;;;;5.251.600,00;6.185.770,00;6.094.768,38;6.093.805,58;5.419.175,12;88,92
;;"DESPESAS CORRENTES";;;;5.248.600,00;6.185.770,00;6.094.768,38;6.093.805,58;5.419.175,12;88,92
;;;"OUTRAS DESPESAS CORRENTES";;;315.000,00;454.690,00;454.665,02;453.702,22;321.162,02;70,64
;;;;"Auxilio Alimentacao";;0,00;154.540,00;154.536,00;154.536,00;137.166,00;88,76
;;;;;"SEM APLICACAO";0,00;154.540,00;154.536,00;154.536,00;137.166,00;88,76
;;;;"Despesas de Exercicios Anteriores";;1.000,00;420,00;412,67;412,67;412,67;100,00
;;;;;"SEM APLICACAO";1.000,00;420,00;412,67;412,67;412,67;100,00
;;;;"Diarias   Civil";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;292.000,00;247.440,00;247.433,88;247.433,88;158.958,65;64,24
;;;;;"SEM APLICACAO";292.000,00;247.440,00;247.433,88;247.433,88;158.958,65;64,24
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;16.000,00;52.290,00;52.282,47;51.319,67;24.624,70;47,10
;;;;;"SEM APLICACAO";16.000,00;52.290,00;52.282,47;51.319,67;24.624,70;47,10
;;;;"Passagens e Despesas com Locomocao";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.933.600,00;5.731.080,00;5.640.103,36;5.640.103,36;5.098.013,10;90,39
;;;;"Outras Despesas Variaveis   Pessoal Civil";;447.800,00;1.445.120,00;1.440.807,47;1.440.807,47;1.278.511,00;88,74
;;;;;"SEM APLICACAO";447.800,00;1.445.120,00;1.440.807,47;1.440.807,47;1.278.511,00;88,74
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;4.485.800,00;4.285.960,00;4.199.295,89;4.199.295,89;3.819.502,10;90,96
