Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;;"SEM APLICACAO";17.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENVOLVIMENTO ECONOMICO   ADMINIS";;;;;1.386.500,00;1.754.377,40;832.895,27;804.287,60;740.318,60;88,88
;;"DESPESAS CORRENTES";;;;1.379.300,00;1.747.177,40;832.718,04;804.110,37;740.141,37;88,88
;;;"OUTRAS DESPESAS CORRENTES";;;357.300,00;376.430,00;73.841,87;53.386,52;30.702,40;41,58
;;;;"Diarias   Civil";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;14.000,00;14.000,00;1.214,83;744,17;0,00;0,00
;;;;;"SEM APLICACAO";14.000,00;14.000,00;1.214,83;744,17;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;7.000,00;10.000,00;6.912,00;6.912,00;3.840,00;55,56
;;;;;"SEM APLICACAO";7.000,00;10.000,00;6.912,00;6.912,00;3.840,00;55,56
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;79.700,00;99.930,00;65.715,04;45.730,35;26.862,40;40,88
;;;;;"SEM APLICACAO";79.700,00;99.930,00;65.715,04;45.730,35;26.862,40;40,88
;;;;"Passagens e Despesas com Locomocao";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;252.600,00;248.500,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";252.600,00;248.500,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.022.000,00;1.370.747,40;758.876,17;750.723,85;709.438,97;93,49
;;;;"Outras Despesas Variaveis   Pessoal Civil";;112.900,00;98.447,40;75.122,25;66.969,93;63.580,17;84,64
;;;;;"SEM APLICACAO";112.900,00;98.447,40;75.122,25;66.969,93;63.580,17;84,64
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;909.100,00;1.272.300,00;683.753,92;683.753,92;645.858,80;94,46
;;;;;"SEM APLICACAO";909.100,00;1.272.300,00;683.753,92;683.753,92;645.858,80;94,46
;;"DESPESAS DE CAPITAL";;;;7.200,00;7.200,00;177,23;177,23;177,23;100,00
;;;"INVESTIMENTOS";;;7.200,00;7.200,00;177,23;177,23;177,23;100,00
;;;;"Despesas de Exercicios Anteriores";;1.200,00;1.200,00;177,23;177,23;177,23;100,00
;;;;;"SEM APLICACAO";1.200,00;1.200,00;177,23;177,23;177,23;100,00
;;;;"Equipamentos e Material Permanente";;6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;6.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENVOLVIMENTO URBANO   ADMINISTRA";;;;;8.554.200,00;6.934.224,61;3.638.045,53;3.495.305,96;3.104.061,48;85,32
;;"DESPESAS CORRENTES";;;;3.897.700,00;6.412.043,97;3.623.725,33;3.480.985,76;3.089.741,28;85,26
;;;"OUTRAS DESPESAS CORRENTES";;;537.000,00;614.749,57;553.176,17;412.676,60;263.776,63;47,68
;;;;"Despesas de Exercicios Anteriores";;5.000,00;210,00;209,24;209,24;209,24;100,00
;;;;;"SEM APLICACAO";5.000,00;210,00;209,24;209,24;209,24;100,00
;;;;"Diarias   Civil";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;0,00;45.260,00;45.257,31;45.257,31;30.030,00;66,35
;;;;;"SEM APLICACAO";0,00;45.260,00;45.257,31;45.257,31;30.030,00;66,35
;;;;"Material de Consumo";;24.000,00;6.000,00;2.281,95;2.281,95;490,05;21,48
;;;;;"SEM APLICACAO";24.000,00;6.000,00;2.281,95;2.281,95;490,05;21,48
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;485.000,00;563.279,57;505.427,67;364.928,10;233.047,34;46,11
;;;;;"SEM APLICACAO";485.000,00;563.279,57;505.427,67;364.928,10;233.047,34;46,11
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;3.360.700,00;5.797.294,40;3.070.549,16;3.068.309,16;2.825.964,65;92,03
;;;;"Outras Despesas Variaveis   Pessoal Civil";;483.000,00;1.007.744,40;190.805,28;188.565,28;167.177,72;87,62
;;;;;"SEM APLICACAO";483.000,00;1.007.744,40;190.805,28;188.565,28;167.177,72;87,62
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;2.877.700,00;4.789.550,00;2.879.743,88;2.879.743,88;2.658.786,93;92,33
;;;;;"SEM APLICACAO";2.877.700,00;4.789.550,00;2.879.743,88;2.879.743,88;2.658.786,93;92,33
;;"DESPESAS DE CAPITAL";;;;4.656.500,00;522.180,64;14.320,20;14.320,20;14.320,20;100,00
;;;"INVESTIMENTOS";;;4.656.500,00;522.180,64;14.320,20;14.320,20;14.320,20;100,00
;;;;"Equipamentos e Material Permanente";;100.000,00;24.420,00;14.320,20;14.320,20;14.320,20;100,00
;;;;;"SEM APLICACAO";100.000,00;24.420,00;14.320,20;14.320,20;14.320,20;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.773.000,00;497.760,64;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.773.000,00;497.760,64;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.783.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.783.500,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE EDUCACAO   ADMINISTRACAO DIRETA ";;;;;93.170.900,00;147.498.252,86;103.101.136,24;92.505.903,12;84.749.415,78;82,20
;;"DESPESAS CORRENTES";;;;92.046.400,00;146.328.552,86;102.366.525,51;91.782.138,93;84.053.067,33;82,11
;;;"OUTRAS DESPESAS CORRENTES";;;13.208.700,00;36.437.625,54;29.645.661,74;19.795.005,99;17.648.550,99;59,53
;;;;"Auxilio Alimentacao";;0,00;38.675,00;30.424,00;30.420,00;25.245,00;82,98
;;;;;"SEM APLICACAO";0,00;38.675,00;30.424,00;30.420,00;25.245,00;82,98
;;;;"Auxilio Transporte";;3.999.900,00;4.789.030,00;3.777.986,70;3.625.967,13;3.342.984,43;88,49
;;;;;"SEM APLICACAO";3.999.900,00;4.789.030,00;3.777.986,70;3.625.967,13;3.342.984,43;88,49
;;;;"Contribuicoes";;5.000,00;4.700,00;3.600,00;3.600,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;4.700,00;3.600,00;3.600,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;330.100,00;142.220,00;135.074,95;135.074,95;135.074,95;100,00
;;;;;"SEM APLICACAO";330.100,00;142.220,00;135.074,95;135.074,95;135.074,95;100,00
;;;;"Diarias   Civil";;44.000,00;9.640,00;9.240,00;9.240,00;4.560,00;49,35
;;;;;"SEM APLICACAO";44.000,00;9.640,00;9.240,00;9.240,00;4.560,00;49,35
;;;;"Indenizacoes e Restituicoes";;39.800,00;883.130,50;880.752,42;880.752,42;880.752,42;100,00
;;;;;"SEM APLICACAO";39.800,00;883.130,50;880.752,42;880.752,42;880.752,42;100,00
;;;;"Material de Consumo";;2.615.700,00;4.169.187,50;3.066.832,42;2.788.494,18;2.710.660,60;88,39
;;;;;"SEM APLICACAO";2.615.700,00;4.169.187,50;3.066.832,42;2.788.494,18;2.710.660,60;88,39
;;;;"Material de Distribuicao Gratuita";;1.276.000,00;1.114.086,32;565.316,05;565.106,19;535.101,00;94,66
;;;;;"SEM APLICACAO";1.276.000,00;1.114.086,32;565.316,05;565.106,19;535.101,00;94,66
;;;;"Obrigacoes Tributarias e Contributivas";;6.000,00;300,00;300,00;300,00;300,00;100,00
;;;;;"SEM APLICACAO";6.000,00;300,00;300,00;300,00;300,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;584.000,00;593.060,00;510.781,20;476.392,56;432.898,96;84,75
;;;;;"SEM APLICACAO";584.000,00;593.060,00;510.781,20;476.392,56;432.898,96;84,75
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;4.073.200,00;24.343.666,22;20.388.275,18;11.002.579,74;9.421.217,73;46,21
;;;;;"SEM APLICACAO";4.073.200,00;24.343.666,22;20.388.275,18;11.002.579,74;9.421.217,73;46,21
;;;;"Passagens e Despesas com Locomocao";;9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Premiacoes Culturais  Artisticas  Cientificas  Desportivas e Outras  6  I ";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;105.000,00;72.840,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";105.000,00;72.840,00;0,00;0,00;0,00;0,00
;;;;"Subvencoes Sociais";;111.000,00;277.090,00;277.078,82;277.078,82;159.755,90;57,66
;;;;;"SEM APLICACAO";111.000,00;277.090,00;277.078,82;277.078,82;159.755,90;57,66
;;;"PESSOAL E ENCARGOS SOCIAIS";;;78.837.700,00;109.890.927,32;72.720.863,77;71.987.132,94;66.404.516,34;91,31
;;;;"Contratacao por Tempo Determinado";;7.570.700,00;5.801.150,58;4.799.598,78;4.799.579,74;4.431.575,13;92,33
;;;;;"SEM APLICACAO";7.570.700,00;5.801.150,58;4.799.598,78;4.799.579,74;4.431.575,13;92,33
;;;;"Contribuicoes Patronais  19  I ";;13.770.200,00;15.583.813,85;9.455.656,56;8.927.358,56;8.105.312,83;85,72
;;;;;"SEM APLICACAO";11.836.300,00;9.526.768,71;6.386.180,44;5.939.656,34;5.321.926,11;83,34
;;;;;"SEM APLICACAO";1.933.900,00;6.057.045,14;3.069.476,12;2.987.702,22;2.783.386,72;90,68
;;;;"Outras Despesas Variaveis   Pessoal Civil";;5.812.300,00;15.803.440,00;8.159.198,29;8.150.977,66;7.434.670,47;91,12
;;;;;"SEM APLICACAO";5.812.300,00;15.803.440,00;8.159.198,29;8.150.977,66;7.434.670,47;91,12
;;;;"Pensoes";;42.100,00;42.600,00;42.342,34;42.342,34;38.822,34;91,69
;;;;;"SEM APLICACAO";42.100,00;42.600,00;42.342,34;42.342,34;38.822,34;91,69
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;51.642.400,00;72.659.922,89;50.264.067,80;50.066.874,64;46.394.135,57;92,30
;;;;;"SEM APLICACAO";51.642.400,00;72.659.922,89;50.264.067,80;50.066.874,64;46.394.135,57;92,30
;;"DESPESAS DE CAPITAL";;;;1.124.500,00;1.169.700,00;734.610,73;723.764,19;696.348,45;94,79
;;;"INVESTIMENTOS";;;1.124.500,00;1.169.700,00;734.610,73;723.764,19;696.348,45;94,79
;;;;"CONTRIBUICOES";;11.200,00;6.200,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";11.200,00;6.200,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;130.000,00;130.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";130.000,00;130.000,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;893.800,00;710.140,00;587.630,73;587.070,73;571.589,67;97,27
;;;;;"SEM APLICACAO";893.800,00;710.140,00;587.630,73;587.070,73;571.589,67;97,27
;;;;"Obras e Instalacoes";;87.500,00;52.500,00;51.500,00;41.216,02;41.216,02;80,03
;;;;;"SEM APLICACAO";87.500,00;52.500,00;51.500,00;41.216,02;41.216,02;80,03
;;;;"Servicos de Consultoria";;2.000,00;270.860,00;95.480,00;95.477,44;83.542,76;87,50
;;;;;"SEM APLICACAO";2.000,00;270.860,00;95.480,00;95.477,44;83.542,76;87,50
;"SECRETARIA DE FINANCAS   ADMINISTRACAO DIRETA ";;;;;9.009.500,00;17.346.560,26;9.448.775,03;8.780.302,56;8.119.607,85;85,93
;;"DESPESAS CORRENTES";;;;8.815.500,00;17.346.560,26;9.448.775,03;8.780.302,56;8.119.607,85;85,93
;;;"OUTRAS DESPESAS CORRENTES";;;1.537.000,00;6.396.215,12;3.186.388,59;2.517.916,12;2.332.320,87;73,20
;;;;"Despesas de Exercicios Anteriores";;26.000,00;2.821,00;1.242,65;1.235,05;1.235,05;99,39
;;;;;"SEM APLICACAO";26.000,00;2.821,00;1.242,65;1.235,05;1.235,05;99,39
;;;;"Diarias   Civil";;30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;20.000,00;18.390,00;18.386,20;18.386,20;17.090,60;92,95
;;;;;"SEM APLICACAO";20.000,00;18.390,00;18.386,20;18.386,20;17.090,60;92,95
;;;;"Material de Consumo";;37.000,00;7.897,95;6.907,95;6.907,95;4.473,72;64,76
;;;;;"SEM APLICACAO";37.000,00;7.897,95;6.907,95;6.907,95;4.473,72;64,76
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;24.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";24.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.352.000,00;6.367.106,17;3.159.851,79;2.491.386,92;2.309.521,50;73,09
;;;;;"SEM APLICACAO";1.352.000,00;6.367.106,17;3.159.851,79;2.491.386,92;2.309.521,50;73,09
;;;;"Passagens e Despesas com Locomocao";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;28.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";28.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;7.278.500,00;10.950.345,14;6.262.386,44;6.262.386,44;5.787.286,98;92,41
;;;;"AUXILIO ALIMENTACAO";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.519.400,00;2.652.444,90;362.262,69;362.262,69;329.826,61;91,05
;;;;;"SEM APLICACAO";1.519.400,00;2.652.444,90;362.262,69;362.262,69;329.826,61;91,05
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;360.000,00;360.000,00;263.838,53;263.838,53;263.838,53;100,00
;;;;;"SEM APLICACAO";360.000,00;360.000,00;263.838,53;263.838,53;263.838,53;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;5.399.100,00;7.937.900,24;5.636.285,22;5.636.285,22;5.193.621,84;92,15
;;;;;"SEM APLICACAO";5.399.100,00;7.937.900,24;5.636.285,22;5.636.285,22;5.193.621,84;92,15
;;"DESPESAS DE CAPITAL";;;;194.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;194.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;109.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";109.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;85.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";85.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE HABITACAO   ADMINISTRACAO DIRETA";;;;;314.100,00;363.740,00;167.359,19;167.359,19;149.456,22;89,30
;;"DESPESAS CORRENTES";;;;295.300,00;344.940,00;167.359,19;167.359,19;149.456,22;89,30
;;;"OUTRAS DESPESAS CORRENTES";;;56.300,00;55.940,00;5.185,12;5.185,12;581,01;11,21
;;;;"Despesas de Exercicios Anteriores";;500,00;140,00;130,87;130,87;130,87;100,00
;;;;;"SEM APLICACAO";500,00;140,00;130,87;130,87;130,87;100,00
;;;;"Diarias   Civil";;3.500,00;3.500,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.500,00;3.500,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;21.600,00;21.600,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";21.600,00;21.600,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.200,00;1.200,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.200,00;1.200,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;20.600,00;20.600,00;5.054,25;5.054,25;450,14;8,91
;;;;;"SEM APLICACAO";20.600,00;20.600,00;5.054,25;5.054,25;450,14;8,91
;;;;"Passagens e Despesas com Locomocao";;500,00;500,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";500,00;500,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;8.400,00;8.400,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.400,00;8.400,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;239.000,00;289.000,00;162.174,07;162.174,07;148.875,21;91,80
;;;;"Outras Despesas Variaveis   Pessoal Civil";;24.900,00;24.900,00;11.497,35;11.497,35;10.418,85;90,62
;;;;;"SEM APLICACAO";24.900,00;24.900,00;11.497,35;11.497,35;10.418,85;90,62
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;214.100,00;264.100,00;150.676,72;150.676,72;138.456,36;91,89
;;;;;"SEM APLICACAO";214.100,00;264.100,00;150.676,72;150.676,72;138.456,36;91,89
;;"DESPESAS DE CAPITAL";;;;18.800,00;18.800,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;18.800,00;18.800,00;0,00;0,00;0,00;0,00
;;;;"Aquisicao de Imoveis";;7.700,00;7.700,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.700,00;7.700,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;4.100,00;4.100,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.100,00;4.100,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE INFRAESTRUTURA   ADMINISTRACAO DIRE";;;;;64.277.200,00;95.889.527,80;35.864.901,37;27.864.814,21;23.844.464,57;66,48
;;"DESPESAS CORRENTES";;;;2.848.600,00;3.324.439,20;1.963.030,11;1.953.494,61;1.805.663,73;91,98
;;;"OUTRAS DESPESAS CORRENTES";;;369.000,00;349.199,20;103.862,31;94.326,81;78.191,98;75,28
;;;;"Despesas de Exercicios Anteriores";;2.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;21.000,00;14.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";21.000,00;14.000,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;21.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";21.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;256.000,00;333.199,20;103.862,31;94.326,81;78.191,98;75,28
;;;;;"SEM APLICACAO";256.000,00;333.199,20;103.862,31;94.326,81;78.191,98;75,28
;;;;"Passagens e Despesas com Locomocao";;62.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";62.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;2.479.600,00;2.975.240,00;1.859.167,80;1.859.167,80;1.727.471,75;92,92
;;;;"Outras Despesas Variaveis   Pessoal Civil";;783.200,00;651.610,00;380.520,53;380.520,53;363.737,61;95,59
;;;;;"SEM APLICACAO";783.200,00;651.610,00;380.520,53;380.520,53;363.737,61;95,59
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.696.400,00;2.323.630,00;1.478.647,27;1.478.647,27;1.363.734,14;92,23
;;;;;"SEM APLICACAO";1.696.400,00;2.323.630,00;1.478.647,27;1.478.647,27;1.363.734,14;92,23
;;"DESPESAS DE CAPITAL";;;;61.428.600,00;92.565.088,60;33.901.871,26;25.911.319,60;22.038.800,84;65,01
;;;"INVESTIMENTOS";;;61.428.600,00;92.565.088,60;33.901.871,26;25.911.319,60;22.038.800,84;65,01
;;;;"Despesas de Exercicios Anteriores";;109.000,00;46.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";109.000,00;46.000,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;33.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";33.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;115.000,00;40.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";115.000,00;40.000,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;60.006.800,00;91.794.806,60;33.901.871,26;25.911.319,60;22.038.800,84;65,01
;;;;;"SEM APLICACAO";60.006.800,00;91.794.806,60;33.901.871,26;25.911.319,60;22.038.800,84;65,01
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;35.400,00;35.400,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";35.400,00;35.400,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.128.900,00;648.882,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.128.900,00;648.882,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE MEIO AMBIENTE   ADMINISTRACAO DIRET";;;;;1.922.000,00;4.753.109,36;1.285.424,79;1.225.983,76;1.136.514,85;88,42
;;"DESPESAS CORRENTES";;;;1.891.400,00;4.722.709,36;1.285.424,79;1.225.983,76;1.136.514,85;88,42
;;;"OUTRAS DESPESAS CORRENTES";;;422.400,00;421.640,00;89.223,69;60.466,69;51.340,48;57,54
;;;;"Despesas de Exercicios Anteriores";;15.000,00;15.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;15.000,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;2.800,00;2.800,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.800,00;2.800,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;73.800,00;73.800,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";73.800,00;73.800,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;56.900,00;43.900,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";56.900,00;43.900,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;260.900,00;273.140,00;89.223,69;60.466,69;51.340,48;57,54
;;;;;"SEM APLICACAO";260.900,00;273.140,00;89.223,69;60.466,69;51.340,48;57,54
;;;;"Passagens e Despesas com Locomocao";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.469.000,00;4.301.069,36;1.196.201,10;1.165.517,07;1.085.174,37;90,72
;;;;"Contratacao por Tempo Determinado";;836.900,00;3.224.927,36;629.244,31;629.244,31;576.841,65;91,67
;;;;;"SEM APLICACAO";836.900,00;3.224.927,36;629.244,31;629.244,31;576.841,65;91,67
;;;;"Despesas de Exercicios Anteriores";;0,00;9.510,00;9.490,39;9.490,39;9.490,39;100,00
;;;;;"SEM APLICACAO";0,00;9.510,00;9.490,39;9.490,39;9.490,39;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;34.700,00;31.700,00;21.470,88;21.470,88;19.803,66;92,23
;;;;;"SEM APLICACAO";34.700,00;31.700,00;21.470,88;21.470,88;19.803,66;92,23
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;169.000,00;159.490,00;115.251,18;84.567,15;76.851,99;66,68
;;;;;"SEM APLICACAO";169.000,00;159.490,00;115.251,18;84.567,15;76.851,99;66,68
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;428.400,00;875.442,00;420.744,34;420.744,34;402.186,68;95,59
;;;;;"SEM APLICACAO";428.400,00;875.442,00;420.744,34;420.744,34;402.186,68;95,59
;;"DESPESAS DE CAPITAL";;;;30.600,00;30.400,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;30.600,00;30.400,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;11.200,00;11.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";11.200,00;11.000,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;19.400,00;19.400,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";19.400,00;19.400,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE MOBILIDADE E TRANSPORTE   ADMINISTR";;;;;5.984.000,00;12.187.419,82;7.443.238,60;7.425.858,81;6.323.137,63;84,95
;;"DESPESAS CORRENTES";;;;5.944.000,00;12.187.419,82;7.443.238,60;7.425.858,81;6.323.137,63;84,95
;;;"OUTRAS DESPESAS CORRENTES";;;1.132.300,00;3.118.109,82;1.480.311,49;1.462.931,70;844.196,27;57,03
;;;;"Auxilio Alimentacao";;72.300,00;99.652,00;52.052,00;36.576,00;36.576,00;70,27
;;;;;"SEM APLICACAO";72.300,00;99.652,00;52.052,00;36.576,00;36.576,00;70,27
;;;;"Despesas de Exercicios Anteriores";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;10.000,00;960,00;957,69;957,69;957,69;100,00
;;;;;"SEM APLICACAO";10.000,00;960,00;957,69;957,69;957,69;100,00
;;;;"Material de Consumo";;391.000,00;2.465.900,02;909.156,35;909.156,35;499.652,55;54,96
;;;;;"SEM APLICACAO";391.000,00;2.465.900,02;909.156,35;909.156,35;499.652,55;54,96
;;;;"Obrigacoes Tributarias e Contributivas";;13.000,00;12.000,00;11.137,70;11.137,70;2.863,98;25,71
;;;;;"SEM APLICACAO";13.000,00;12.000,00;11.137,70;11.137,70;2.863,98;25,71
