Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;;"MANUTENCAO DA ESCOLA DO LEGISLATIVO";;10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA ESCOLA DO LEGISLATIVO";10.000,00;10.000,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;11.630.200,00;11.630.200,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;11.590.200,00;11.590.200,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DA CAMARA DE VEREADORES";;11.475.200,00;11.475.200,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DA CAMARA DE VEREADORES";11.475.200,00;11.475.200,00;0,00;0,00;0,00;0,00
;;;"INFORMATIZACAO DOS PROCESSOS ADMINISTRATIVOS DA CAMARA DE VEREADORES";;115.000,00;115.000,00;0,00;0,00;0,00;0,00
;;;;"INFORMATIZACAO DOS PROCESSOS ADMINISTRATIVOS DA CAMARA DE VEREADORES";115.000,00;115.000,00;0,00;0,00;0,00;0,00
;;"GESTAO LEGISLATIVA EFICAZ";;;40.000,00;40.000,00;0,00;0,00;0,00;0,00
;;;"REFORMA E AMPLIACAO DAS DEPENDENCIAS DA CAMARA MUNICIPAL";;40.000,00;40.000,00;0,00;0,00;0,00;0,00
;;;;"REFORMA E AMPLIACAO DAS DEPENDENCIAS DA CAMARA MUNICIPAL";40.000,00;40.000,00;0,00;0,00;0,00;0,00
"Previdencia Social";;;;;99.285.700,00;99.285.700,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;2.955.300,00;2.955.300,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVIPAULISTA";;;2.955.300,00;2.955.300,00;0,00;0,00;0,00;0,00
;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO FINANCEIRO";;2.920.300,00;2.920.300,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO FINANCEIRO";2.920.300,00;2.920.300,00;0,00;0,00;0,00;0,00
;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO PREVIDENCIARIO";;5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO PREVIDENCIARIO";5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO DA SEDE PROPRIA DO PREVIPAULISTA";;30.000,00;30.000,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO DA SEDE PROPRIA DO PREVIPAULISTA";30.000,00;30.000,00;0,00;0,00;0,00;0,00
;"Assistencia Comunitaria";;;;42.000,00;42.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVIPAULISTA";;;42.000,00;42.000,00;0,00;0,00;0,00;0,00
;;;"GESTAO SOCIAL DO PREVIPAULISTA";;42.000,00;42.000,00;0,00;0,00;0,00;0,00
;;;;"GESTAO SOCIAL DO PREVIPAULISTA";42.000,00;42.000,00;0,00;0,00;0,00;0,00
;"Previdencia do Regime Estatutario";;;;96.288.400,00;96.288.400,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVIPAULISTA";;;96.288.400,00;96.288.400,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA CAMARA DE VEREADORES   FUNDO FINANCEIRO";;5.589.800,00;5.589.800,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA CAMARA DE VEREADORES   FUNDO FINANCEIRO";5.589.800,00;5.589.800,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE EDUCACAO   FUNDO FINANCEIRO";;58.718.500,00;58.718.500,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE EDUCACAO   FUNDO FINANCEIRO";58.718.500,00;58.718.500,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE SAUDE FMS   FUNDO FINANCEIRO";;5.873.000,00;5.873.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE SAUDE FMS   FUNDO FINANCEIRO";5.873.000,00;5.873.000,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO FINANCEIRO";;25.757.100,00;25.757.100,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO FINANCEIRO";25.757.100,00;25.757.100,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO PREVIDENCIARIO";;350.000,00;350.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO PREVIDENCIARIO";350.000,00;350.000,00;0,00;0,00;0,00;0,00
"Reserva de Contingencia";;;;;24.771.100,00;24.771.100,00;0,00;0,00;0,00;0,00
;"Reserva de Contigencia";;;;15.771.100,00;15.771.100,00;0,00;0,00;0,00;0,00
;;"RESERVA DE CONTINGENCIA";;;15.771.100,00;15.771.100,00;0,00;0,00;0,00;0,00
;;;"RESERVA DO REGIME PROPRIO DE PREVIDENCIA DO SERVIDOR";;15.771.100,00;15.771.100,00;0,00;0,00;0,00;0,00
;;;;"RESERVA DO REGIME PROPRIO DE PREVIDENCIA DO SERVIDOR";15.771.100,00;15.771.100,00;0,00;0,00;0,00;0,00
;"Reserva de Contingencia";;;;9.000.000,00;9.000.000,00;0,00;0,00;0,00;0,00
;;"RESERVA DE CONTINGENCIA";;;9.000.000,00;9.000.000,00;0,00;0,00;0,00;0,00
;;;"RESERVA DE CONTIGENCIA";;9.000.000,00;9.000.000,00;0,00;0,00;0,00;0,00
;;;;"RESERVA DE CONTIGENCIA";9.000.000,00;9.000.000,00;0,00;0,00;0,00;0,00
"Saneamento";;;;;51.000,00;51.000,00;0,00;0,00;0,00;0,00
;"Saneamento Basico Urbano";;;;51.000,00;51.000,00;0,00;0,00;0,00;0,00
;;"SANEAMENTO E VIDA";;;51.000,00;51.000,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO E AMPLIACAO DE OBRAS DE SANEAMENTO";;51.000,00;51.000,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO E AMPLIACAO DE OBRAS DE SANEAMENTO";51.000,00;51.000,00;0,00;0,00;0,00;0,00
"Saude";;;;;109.522.600,00;109.522.600,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;12.133.000,00;12.133.000,00;0,00;0,00;0,00;0,00
;;"APERFEICOAMENTO DA ATENCAO ESPECIALIZADA EM SAUDE";;;472.000,00;472.000,00;0,00;0,00;0,00;0,00
;;;"PREVENCAO E CONTROLE DA COVID 19";;472.000,00;472.000,00;0,00;0,00;0,00;0,00
;;;;"PREVENCAO E CONTROLE DA COVID 19";472.000,00;472.000,00;0,00;0,00;0,00;0,00
;;"APRIMORAMENTO DA GESTAO SUS E DO CONTROLE SOCIAL";;;11.659.000,00;11.659.000,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";;346.000,00;346.000,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";346.000,00;346.000,00;0,00;0,00;0,00;0,00
;;;"FORTALECIMENTO DO CONTROLE SOCIAL DAS POLITICAS DE SAUDE";;250.000,00;250.000,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DO CONTROLE SOCIAL DAS POLITICAS DE SAUDE";250.000,00;250.000,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";;11.033.000,00;11.033.000,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";11.033.000,00;11.033.000,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS E PROGRAMAS DE SAUDE";;30.000,00;30.000,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS E PROGRAMAS DE SAUDE";30.000,00;30.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE SAUDE DO MUNICIPIO";;;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SAUDE";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SAUDE";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;"Assistencia Hospitalar e Ambulatorial";;;;29.928.600,00;29.928.600,00;0,00;0,00;0,00;0,00
;;"APERFEICOAMENTO DA ATENCAO ESPECIALIZADA EM SAUDE";;;29.928.600,00;29.928.600,00;0,00;0,00;0,00;0,00
;;;"DESENVOLVIMENTO E QUALIFICACAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";;27.674.500,00;27.674.500,00;0,00;0,00;0,00;0,00
;;;;"DESENVOLVIMENTO E QUALIFICACAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";27.674.500,00;27.674.500,00;0,00;0,00;0,00;0,00
;;;"MELHORIA DA INFRAESTRUTURA DA REDE ESPECIALIZADA PROPRIA DE SAUDE";;2.254.100,00;2.254.100,00;0,00;0,00;0,00;0,00
;;;;"MELHORIA DA INFRAESTRUTURA DA REDE ESPECIALIZADA PROPRIA DE SAUDE";2.254.100,00;2.254.100,00;0,00;0,00;0,00;0,00
;"Atencao Basica";;;;32.854.000,00;32.854.000,00;0,00;0,00;0,00;0,00
;;"CONSOLIDACAO E AMPLIACAO DA ATENCAO BASICA";;;32.675.000,00;32.675.000,00;0,00;0,00;0,00;0,00
;;;"EXPANSAO E APRIMORAMENTO DA INFRAESTRUTURA DA ATENCAO BASICA DE SAUDE";;1.788.000,00;1.788.000,00;0,00;0,00;0,00;0,00
;;;;"EXPANSAO E APRIMORAMENTO DA INFRAESTRUTURA DA ATENCAO BASICA DE SAUDE";1.788.000,00;1.788.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E QUALIFICACAODA REDE BASICA DE SAUDE";;30.887.000,00;30.887.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E QUALIFICACAODA REDE BASICA DE SAUDE";30.887.000,00;30.887.000,00;0,00;0,00;0,00;0,00
;;"EXPANSAO E APRIMORAMENTO DA INFRAESTRUTURA DOS ESTABELECIMENTOS DE SAUDE";;;179.000,00;179.000,00;0,00;0,00;0,00;0,00
;;;"ESTRUTURACAO E QUALIFICACAO DA INFRAESTRUTURA DA REDE DE VIGILANCIA EM  SAUDE";;165.000,00;165.000,00;0,00;0,00;0,00;0,00
;;;;"ESTRUTURACAO E QUALIFICACAO DA INFRAESTRUTURA DA REDE DE VIGILANCIA EM  SAUDE";165.000,00;165.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DA INFRAESTRUTURA DA GESTAO MUNICIPAL DE SAUDE";;14.000,00;14.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA INFRAESTRUTURA DA GESTAO MUNICIPAL DE SAUDE";14.000,00;14.000,00;0,00;0,00;0,00;0,00
;"Controle Ambiental";;;;6.921.000,00;6.921.000,00;0,00;0,00;0,00;0,00
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;6.921.000,00;6.921.000,00;0,00;0,00;0,00;0,00
;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA AMBIENTAL";;6.921.000,00;6.921.000,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA AMBIENTAL";6.921.000,00;6.921.000,00;0,00;0,00;0,00;0,00
;"Outros Encargos Especiais";;;;15.770.000,00;15.770.000,00;0,00;0,00;0,00;0,00
;;"APRIMORAMENTO DA GESTAO SUS E DO CONTROLE SOCIAL";;;15.770.000,00;15.770.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DO FMS AO INSTITUTO DE PREVIDENCIA SOCIAL   INSS";;3.000.000,00;3.000.000,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PATRONAL DO FMS AO INSTITUTO DE PREVIDENCIA SOCIAL   INSS";3.000.000,00;3.000.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DO FUNDO MUNICIPAL DE SAUDE AO PREVIPAULISTA";;9.750.000,00;9.750.000,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PATRONAL DO FUNDO MUNICIPAL DE SAUDE AO PREVIPAULISTA";9.750.000,00;9.750.000,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM AUXILIO TRANSPORTE AOS SERVIDORES DA SAUDE";;3.020.000,00;3.020.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM AUXILIO TRANSPORTE AOS SERVIDORES DA SAUDE";3.020.000,00;3.020.000,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;66.000,00;66.000,00;0,00;0,00;0,00;0,00
;;"APRIMORAMENTO DA GESTAO SUS E DO CONTROLE SOCIAL";;;66.000,00;66.000,00;0,00;0,00;0,00;0,00
;;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO E GESTAO DA SAUDE";;66.000,00;66.000,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO E GESTAO DA SAUDE";66.000,00;66.000,00;0,00;0,00;0,00;0,00
;"Suporte Profilatico e Terapeutico";;;;9.297.000,00;9.297.000,00;0,00;0,00;0,00;0,00
;;"QUALIFICAR A ASSISTENCIA FARMACEUTICA";;;9.297.000,00;9.297.000,00;0,00;0,00;0,00;0,00
;;;"DESENVOLVIMENTO DA POLITICA DE ASSISTENCIA FARMACEUTICA";;9.297.000,00;9.297.000,00;0,00;0,00;0,00;0,00
;;;;"DESENVOLVIMENTO DA POLITICA DE ASSISTENCIA FARMACEUTICA";9.297.000,00;9.297.000,00;0,00;0,00;0,00;0,00
;"Vigilancia Epidemiologica";;;;2.132.000,00;2.132.000,00;0,00;0,00;0,00;0,00
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;2.132.000,00;2.132.000,00;0,00;0,00;0,00;0,00
;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA EPIDEMIOLOGICA";;2.132.000,00;2.132.000,00;0,00;0,00;0,00;0,00
;;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA EPIDEMIOLOGICA";2.132.000,00;2.132.000,00;0,00;0,00;0,00;0,00
;"Vigilancia Sanitaria";;;;421.000,00;421.000,00;0,00;0,00;0,00;0,00
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;421.000,00;421.000,00;0,00;0,00;0,00;0,00
;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA SANITARIA";;421.000,00;421.000,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA SANITARIA";421.000,00;421.000,00;0,00;0,00;0,00;0,00
"Seguranca Publica";;;;;12.516.000,00;12.516.000,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;10.992.100,00;10.992.100,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;;739.000,00;739.000,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;739.000,00;739.000,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";739.000,00;739.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE SEGURANCA CIDADA";;;456.100,00;456.100,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL";;450.100,00;450.100,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL";450.100,00;450.100,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;9.797.000,00;9.797.000,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DAS ACOES DA GUARDA PATRIMONIAL";;9.797.000,00;9.797.000,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DAS ACOES DA GUARDA PATRIMONIAL";9.797.000,00;9.797.000,00;0,00;0,00;0,00;0,00
;"Defesa Civil";;;;1.307.900,00;1.307.900,00;0,00;0,00;0,00;0,00
;;"SEGURANCA CIDADA";;;1.307.900,00;1.307.900,00;0,00;0,00;0,00;0,00
;;;"ACOES DE APOIO A DEFESA CIVIL";;1.307.900,00;1.307.900,00;0,00;0,00;0,00;0,00
;;;;"ACOES DE APOIO A DEFESA CIVIL";1.307.900,00;1.307.900,00;0,00;0,00;0,00;0,00
;"Informacoes e Inteligencia";;;;216.000,00;216.000,00;0,00;0,00;0,00;0,00
;;"SEGURANCA CIDADA";;;216.000,00;216.000,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ACOES DE SEGURANCA CIDADA MUNICIPAL";;216.000,00;216.000,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ACOES DE SEGURANCA CIDADA MUNICIPAL";216.000,00;216.000,00;0,00;0,00;0,00;0,00
"Trabalho";;;;;85.000,00;85.000,00;0,00;0,00;0,00;0,00
;"Fomento ao Trabalho";;;;85.000,00;85.000,00;0,00;0,00;0,00;0,00
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;85.000,00;85.000,00;0,00;0,00;0,00;0,00
;;;"APOIO A GERACAO DE EMPREGO E RENDA DO MUNICIPIO";;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;;;"APOIO A GERACAO DE EMPREGO E RENDA DO MUNICIPIO";25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;;"APOIO A IMPLANTACAO DE DISTRITO INDUSTRIAL";;60.000,00;60.000,00;0,00;0,00;0,00;0,00
;;;;"APOIO A IMPLANTACAO DE DISTRITO INDUSTRIAL";60.000,00;60.000,00;0,00;0,00;0,00;0,00
"Transporte";;;;;11.728.000,00;11.728.000,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;2.778.500,00;2.778.500,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DA DESENVOLVIMENTO DE MOBILIDADE E TRANSPORTE";;;2.043.300,00;2.043.300,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;2.043.300,00;2.043.300,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";2.043.300,00;2.043.300,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE MOBILIDADE E TRANSPORTE DO MUNICIPIO";;;735.200,00;735.200,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;735.200,00;735.200,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";735.200,00;735.200,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;16.000,00;16.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE MOBILIDADE E TRANSPORTE DO MUNICIPIO";;;16.000,00;16.000,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;16.000,00;16.000,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";16.000,00;16.000,00;0,00;0,00;0,00;0,00
;"Transporte Rodoviario";;;;8.933.500,00;8.933.500,00;0,00;0,00;0,00;0,00
;;"FISCALIZACAO E CONTROLE DO TRAFEGO URBANO";;;8.461.500,00;8.461.500,00;0,00;0,00;0,00;0,00
;;;"SERVICO DE CONTROLE E SEGURANCA DE TRAFEGO URBANO";;8.461.500,00;8.461.500,00;0,00;0,00;0,00;0,00
;;;;"SERVICO DE CONTROLE E SEGURANCA DE TRAFEGO URBANO";8.461.500,00;8.461.500,00;0,00;0,00;0,00;0,00
;;"GESTAO DO TRANSITO E DO TRANSPORTE MUNICIPAL";;;472.000,00;472.000,00;0,00;0,00;0,00;0,00
;;;"IMPLEMENTACAO DO PLANO MUNICIPAL DE CIRCULACAO E DO SISTEMA DE TRANSPORTE MUNICIPAL DE PASSAGEIROS";;472.000,00;472.000,00;0,00;0,00;0,00;0,00
;;;;"IMPLEMENTACAO DO PLANO MUNICIPAL DE CIRCULACAO E DO SISTEMA DE TRANSPORTE MUNICIPAL DE PASSAGEIROS";472.000,00;472.000,00;0,00;0,00;0,00;0,00
"Urbanismo";;;;;133.696.500,00;133.696.500,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;10.418.400,00;10.418.400,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE INFRAESTRUTURA";;;4.648.500,00;4.648.500,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;4.648.500,00;4.648.500,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";4.648.500,00;4.648.500,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DESENVOLVIMENTO URBANO";;;3.652.200,00;3.652.200,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;3.652.200,00;3.652.200,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";3.652.200,00;3.652.200,00;0,00;0,00;0,00;0,00
;;"CIDADE ILUMINADA";;;265.000,00;265.000,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ILUMINACAO PUBLICA";;265.000,00;265.000,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE ILUMINACAO PUBLICA";265.000,00;265.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DA POLITICA DE ACAO SECRETARIA DE INFRAESTRUTURA";;;1.232.200,00;1.232.200,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;1.232.200,00;1.232.200,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";1.232.200,00;1.232.200,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE DESENVOLVIMENTO URBANO E HABITACAO";;;620.500,00;620.500,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;620.500,00;620.500,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";620.500,00;620.500,00;0,00;0,00;0,00;0,00
;"Infra Estrutura Urbana";;;;64.241.900,00;64.241.900,00;0,00;0,00;0,00;0,00
;;"CIDADE ILUMINADA";;;17.120.000,00;17.120.000,00;0,00;0,00;0,00;0,00
;;;"AMPLIACAO DA REDE DE ILUMINACAO PUBLICA";;444.000,00;444.000,00;0,00;0,00;0,00;0,00
;;;;"AMPLIACAO DA REDE DE ILUMINACAO PUBLICA";444.000,00;444.000,00;0,00;0,00;0,00;0,00
;;;"GESTAO DOS SERVICOS DE ILUMINACAO PUBLICA";;16.676.000,00;16.676.000,00;0,00;0,00;0,00;0,00
;;;;"GESTAO DOS SERVICOS DE ILUMINACAO PUBLICA";16.676.000,00;16.676.000,00;0,00;0,00;0,00;0,00
;;"MELHORIA DA MALHA VIARIA MUNICIPAL";;;40.272.000,00;40.272.000,00;0,00;0,00;0,00;0,00
;;;"MELHORIA DA REDE VIARIA MUNICIPAL";;40.272.000,00;40.272.000,00;0,00;0,00;0,00;0,00
;;;;"MELHORIA DA REDE VIARIA MUNICIPAL";40.272.000,00;40.272.000,00;0,00;0,00;0,00;0,00
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;6.846.900,00;6.846.900,00;0,00;0,00;0,00;0,00
;;;"URBANIZACAO DE ASSENTAMENTOS PRECARIOS";;6.846.900,00;6.846.900,00;0,00;0,00;0,00;0,00
;;;;"URBANIZACAO DE ASSENTAMENTOS PRECARIOS";6.846.900,00;6.846.900,00;0,00;0,00;0,00;0,00
;;"VALORIZACAO DA ORLA DO PAULISTA";;;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;"PROJETO ORLA";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"PROJETO ORLA";3.000,00;3.000,00;0,00;0,00;0,00;0,00
