Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
"Industria";;;;;83.000,00;13.460,00;13.456,26;13.456,26;11.014,26;81,85
;"Promocao Industrial";;;;83.000,00;13.460,00;13.456,26;13.456,26;11.014,26;81,85
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;83.000,00;13.460,00;13.456,26;13.456,26;11.014,26;81,85
;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;83.000,00;13.460,00;13.456,26;13.456,26;11.014,26;81,85
;;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";83.000,00;13.460,00;13.456,26;13.456,26;11.014,26;81,85
"Judiciario";;;;;8.564.900,00;15.808.850,00;15.752.740,57;15.752.740,57;15.304.440,34;97,15
;"Acao Judiciaria";;;;45.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;45.000,00;0,00;0,00;0,00;0,00;0,00
;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";;45.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";45.000,00;0,00;0,00;0,00;0,00;0,00
;"Def. Interesse Publ. no Proc. Judiciario";;;;8.519.900,00;15.808.850,00;15.752.740,57;15.752.740,57;15.304.440,34;97,15
;;"DEFESA DOS DIREITOS DO CIDADAO";;;170.000,00;9.950,00;9.950,00;9.950,00;9.950,00;100,00
;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";;170.000,00;9.950,00;9.950,00;9.950,00;9.950,00;100,00
;;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";170.000,00;9.950,00;9.950,00;9.950,00;9.950,00;100,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;8.349.900,00;15.798.900,00;15.742.790,57;15.742.790,57;15.294.490,34;97,15
;;;"ACOES DE ASSESSORAMENTO JURIDICO";;3.750.900,00;5.366.630,00;5.354.986,75;5.354.986,75;4.908.588,80;91,66
;;;;"ACOES DE ASSESSORAMENTO JURIDICO";3.750.900,00;5.366.630,00;5.354.986,75;5.354.986,75;4.908.588,80;91,66
;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";;4.599.000,00;10.432.270,00;10.387.803,82;10.387.803,82;10.385.901,54;99,98
;;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";4.599.000,00;10.432.270,00;10.387.803,82;10.387.803,82;10.385.901,54;99,98
"Legislativa";;;;;11.580.000,00;12.302.300,00;12.032.427,60;12.032.427,60;12.032.427,60;100,00
;"Acao Legislativa";;;;3.794.900,00;3.364.900,00;3.286.487,22;3.286.487,22;3.286.487,22;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;50.000,00;20.000,00;14.980,00;14.980,00;14.980,00;100,00
;;;"CONSERVACAO FISICA DAS DEPENDENCIAS DO LEGISLATIVO";;50.000,00;20.000,00;14.980,00;14.980,00;14.980,00;100,00
;;;;"CONSERVACAO FISICA DAS DEPENDENCIAS DO LEGISLATIVO";50.000,00;20.000,00;14.980,00;14.980,00;14.980,00;100,00
;;"GESTAO LEGISLATIVA EFICAZ";;;3.744.900,00;3.344.900,00;3.271.507,22;3.271.507,22;3.271.507,22;100,00
;;;"ACOES LEGISLATIVAS";;3.744.900,00;3.344.900,00;3.271.507,22;3.271.507,22;3.271.507,22;100,00
;;;;"ACOES LEGISLATIVAS";3.744.900,00;3.344.900,00;3.271.507,22;3.271.507,22;3.271.507,22;100,00
;"Administracao Geral";;;;7.785.100,00;8.937.400,00;8.745.940,38;8.745.940,38;8.745.940,38;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;7.785.100,00;8.937.400,00;8.745.940,38;8.745.940,38;8.745.940,38;100,00
;;;"GESTAO ADMINISTRATIVA DA CAMARA DE VEREADORES";;7.692.100,00;8.864.400,00;8.686.590,38;8.686.590,38;8.686.590,38;100,00
;;;;"GESTAO ADMINISTRATIVA DA CAMARA DE VEREADORES";7.692.100,00;8.864.400,00;8.686.590,38;8.686.590,38;8.686.590,38;100,00
;;;"INFORMATIZACAO DOS PROCESSOS ADMINISTRATIVOS DA CAMARA DE VEREADORES";;93.000,00;73.000,00;59.350,00;59.350,00;59.350,00;100,00
;;;;"INFORMATIZACAO DOS PROCESSOS ADMINISTRATIVOS DA CAMARA DE VEREADORES";93.000,00;73.000,00;59.350,00;59.350,00;59.350,00;100,00
"Previdencia Social";;;;;52.722.000,00;62.109.930,00;62.091.423,99;62.089.568,54;57.278.008,39;92,25
;"Administracao Geral";;;;1.951.000,00;2.237.560,00;2.219.121,34;2.217.265,89;2.196.506,45;98,98
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVI PAULISTA";;;1.951.000,00;2.237.560,00;2.219.121,34;2.217.265,89;2.196.506,45;98,98
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO INSTITUTO DE PREVIDENCIA";;251.000,00;926.220,00;926.203,12;926.203,12;925.979,29;99,98
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO INSTITUTO DE PREVIDENCIA";251.000,00;926.220,00;926.203,12;926.203,12;925.979,29;99,98
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA";;1.670.000,00;1.307.490,00;1.289.068,22;1.287.212,77;1.266.677,16;98,26
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA";1.670.000,00;1.307.490,00;1.289.068,22;1.287.212,77;1.266.677,16;98,26
;;;"IMPLANTACAO DA SEDE PROPRIA DO PREVIPAULISTA";;30.000,00;3.850,00;3.850,00;3.850,00;3.850,00;100,00
;;;;"IMPLANTACAO DA SEDE PROPRIA DO PREVIPAULISTA";30.000,00;3.850,00;3.850,00;3.850,00;3.850,00;100,00
;"Previdencia do Regime Estatutario";;;;50.771.000,00;59.872.370,00;59.872.302,65;59.872.302,65;55.081.501,94;92,00
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVI PAULISTA";;;50.771.000,00;59.872.370,00;59.872.302,65;59.872.302,65;55.081.501,94;92,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA CAMARA DE VEREADORES   FUNDO FINANCEIRO";;3.127.200,00;3.912.730,00;3.912.718,14;3.912.718,14;3.603.578,22;92,10
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA CAMARA DE VEREADORES   FUNDO FINANCEIRO";3.127.200,00;3.912.730,00;3.912.718,14;3.912.718,14;3.603.578,22;92,10
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE EDUCACAO   FUNDO FINANCEIRO";;29.948.200,00;35.554.280,00;35.554.238,73;35.554.238,73;32.706.030,83;91,99
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE EDUCACAO   FUNDO FINANCEIRO";29.948.200,00;35.554.280,00;35.554.238,73;35.554.238,73;32.706.030,83;91,99
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE SAUDE FMS   FUNDO FINANCEIRO";;3.086.600,00;4.111.800,00;4.111.791,57;4.111.791,57;3.789.810,65;92,17
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE SAUDE FMS   FUNDO FINANCEIRO";3.086.600,00;4.111.800,00;4.111.791,57;4.111.791,57;3.789.810,65;92,17
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO FINANCEIRO";;14.609.000,00;16.293.560,00;16.293.554,21;16.293.554,21;14.982.082,24;91,95
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO FINANCEIRO";14.609.000,00;16.293.560,00;16.293.554,21;16.293.554,21;14.982.082,24;91,95
"Reserva de Contingencia";;;;;3.823.700,00;0,00;0,00;0,00;0,00;0,00
;"Reserva de Contigencia";;;;1.213.000,00;0,00;0,00;0,00;0,00;0,00
;;"RESERVA DE CONTINGENCIA";;;1.213.000,00;0,00;0,00;0,00;0,00;0,00
;;;"RESERVA DO REGIME PROPRIO DE PREVIDENCIA DO SERVIDOR";;1.213.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"RESERVA DO REGIME PROPRIO DE PREVIDENCIA DO SERVIDOR";1.213.000,00;0,00;0,00;0,00;0,00;0,00
;"Reserva de Contingencia";;;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;"RESERVA DE CONTINGENCIA";;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;"RESERVA DE CONTIGENCIA";;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"RESERVA DE CONTIGENCIA";2.610.700,00;0,00;0,00;0,00;0,00;0,00
"Saneamento";;;;;100.000,00;0,00;0,00;0,00;0,00;0,00
;"Saneamento Basico Urbano";;;;100.000,00;0,00;0,00;0,00;0,00;0,00
;;"SANEAMENTO E VIDA";;;100.000,00;0,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO E AMPLIACAO DE OBRAS DE SANEAMENTO";;100.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO E AMPLIACAO DE OBRAS DE SANEAMENTO";100.000,00;0,00;0,00;0,00;0,00;0,00
"Saude";;;;;90.650.500,00;90.985.920,00;85.476.320,95;81.389.760,17;75.168.264,05;87,94
;"Administracao Geral";;;;6.382.100,00;8.522.150,00;8.509.511,13;8.279.928,33;7.608.974,95;89,42
;;"APRIMORAMENTO DA GESTAO DO SUS";;;5.797.500,00;8.522.150,00;8.509.511,13;8.279.928,33;7.608.974,95;89,42
;;;"FORTALECIMENTO DO CONTROLE SOCIAL DAS POLITICAS DE SAUDE";;117.000,00;6.040,00;5.937,20;5.937,20;5.638,00;94,96
;;;;"FORTALECIMENTO DO CONTROLE SOCIAL DAS POLITICAS DE SAUDE";117.000,00;6.040,00;5.937,20;5.937,20;5.638,00;94,96
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";;5.616.500,00;8.506.110,00;8.503.573,93;8.273.991,13;7.603.336,95;89,41
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";5.616.500,00;8.506.110,00;8.503.573,93;8.273.991,13;7.603.336,95;89,41
;;;"MANUTENCAO DA OUVIDORIA EM SAUDE";;4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA OUVIDORIA EM SAUDE";4.000,00;0,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS E PROGRAMAS DE SAUDE";;60.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS E PROGRAMAS DE SAUDE";60.000,00;10.000,00;0,00;0,00;0,00;0,00
;;"CONSOLIDACAO E AMPLIACAO DA ATENCAO BASICA";;;582.600,00;0,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";;582.600,00;0,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";582.600,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE SAUDE DO MUNICIPIO";;;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SAUDE";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SAUDE";2.000,00;0,00;0,00;0,00;0,00;0,00
;"Assistencia Hospitalar e Ambulatorial";;;;37.898.600,00;31.089.500,00;28.558.069,54;25.304.720,36;23.505.521,81;82,31
;;"CONSOLIDACAO E APERFEICOAMENTO DA ALTA E MEDIA COMPLEXIDADE";;;24.930.000,00;22.749.440,00;21.151.574,34;19.356.668,47;18.283.545,40;86,44
;;;"FORTALECIMENTO DA ATENCAO INTEGRAL A SAUDE MENTAL";;416.000,00;600,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DA ATENCAO INTEGRAL A SAUDE MENTAL";416.000,00;600,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DA REDE COMPLEMENTAR DE SAUDE";;9.416.200,00;6.848.320,00;6.640.771,63;5.608.396,63;5.539.960,21;83,42
;;;;"MANUTENCAO DA REDE COMPLEMENTAR DE SAUDE";9.416.200,00;6.848.320,00;6.640.771,63;5.608.396,63;5.539.960,21;83,42
;;;"MANUTENCAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";;12.372.800,00;13.303.840,00;12.136.860,49;11.833.884,34;11.122.646,01;91,64
;;;;"MANUTENCAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";12.372.800,00;13.303.840,00;12.136.860,49;11.833.884,34;11.122.646,01;91,64
;;;"MANUTENCAO DO CENTRO DE ESPECIALIDADES ODONTOLOGICAS   CEO";;36.000,00;1.720,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DO CENTRO DE ESPECIALIDADES ODONTOLOGICAS   CEO";36.000,00;1.720,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E QUALIFICACAO DA ASSISTENCIA PRE HOSPITALAR   SAMU";;1.192.000,00;2.496.750,00;2.278.780,22;1.913.841,50;1.620.393,18;71,11
;;;;"MANUTENCAO E QUALIFICACAO DA ASSISTENCIA PRE HOSPITALAR   SAMU";1.192.000,00;2.496.750,00;2.278.780,22;1.913.841,50;1.620.393,18;71,11
;;;"MELHORIA E EXPANSAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";;1.497.000,00;98.210,00;95.162,00;546,00;546,00;0,57
;;;;"MELHORIA E EXPANSAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";1.497.000,00;98.210,00;95.162,00;546,00;546,00;0,57
;;"QUALIFICAR A ASSISTENCIA FARMACEUTICA";;;12.968.600,00;8.340.060,00;7.406.495,20;5.948.051,89;5.221.976,41;70,51
;;;"DESENVOLVIMENTO DA POLITICA DE ASSISTENCIA FARMACEUTICA";;12.968.600,00;8.340.060,00;7.406.495,20;5.948.051,89;5.221.976,41;70,51
;;;;"DESENVOLVIMENTO DA POLITICA DE ASSISTENCIA FARMACEUTICA";12.968.600,00;8.340.060,00;7.406.495,20;5.948.051,89;5.221.976,41;70,51
;"Atencao Basica";;;;28.630.700,00;33.476.240,00;31.067.297,12;30.623.997,79;28.205.164,77;90,79
;;"CONSOLIDACAO E AMPLIACAO DA ATENCAO BASICA";;;28.630.700,00;33.476.240,00;31.067.297,12;30.623.997,79;28.205.164,77;90,79
;;;"DESENVOLVIMENTO DE ACOES PARA POLITICAS AFIRMATIVAS E ESTRATEGICAS";;39.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"DESENVOLVIMENTO DE ACOES PARA POLITICAS AFIRMATIVAS E ESTRATEGICAS";39.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;"EXPANSAO DO PROGRAMA  ACADEMIA DA SAUDE ";;696.000,00;116.850,00;79.432,46;58.591,27;58.591,27;73,76
;;;;"EXPANSAO DO PROGRAMA  ACADEMIA DA SAUDE ";696.000,00;116.850,00;79.432,46;58.591,27;58.591,27;73,76
;;;"FORTALECIMENTO E AMPLIACAO DA SAUDE BUCAL";;58.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO E AMPLIACAO DA SAUDE BUCAL";58.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DA REDE BASICA DE SAUDE";;26.738.700,00;32.273.920,00;29.996.653,96;29.727.120,08;27.454.089,80;91,52
;;;;"MANUTENCAO DA REDE BASICA DE SAUDE";26.738.700,00;32.273.920,00;29.996.653,96;29.727.120,08;27.454.089,80;91,52
;;;"MANUTENCAO DO PROGRAMA  ACADEMIA DA SAUDE ";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DO PROGRAMA  ACADEMIA DA SAUDE ";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DO PROGRAMA  SAUDE NA ESCOLA ";;12.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DO PROGRAMA  SAUDE NA ESCOLA ";12.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;"MELHORIA E EXPANSAO DA REDE BASICA DE SAUDE";;1.085.000,00;1.066.470,00;991.210,70;838.286,44;692.483,70;69,86
;;;;"MELHORIA E EXPANSAO DA REDE BASICA DE SAUDE";1.085.000,00;1.066.470,00;991.210,70;838.286,44;692.483,70;69,86
;"Controle Ambiental";;;;4.487.400,00;3.913.420,00;3.593.901,68;3.568.076,10;3.276.147,63;91,16
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;4.487.400,00;3.913.420,00;3.593.901,68;3.568.076,10;3.276.147,63;91,16
;;;"FORTALECIMENTO DAS ACOES DA SAUDE AMBIENTAL";;4.487.400,00;3.913.420,00;3.593.901,68;3.568.076,10;3.276.147,63;91,16
;;;;"FORTALECIMENTO DAS ACOES DA SAUDE AMBIENTAL";4.487.400,00;3.913.420,00;3.593.901,68;3.568.076,10;3.276.147,63;91,16
;"Formacao de Recursos Humanos";;;;30.000,00;1.350,00;1.350,00;1.350,00;1.350,00;100,00
;;"APRIMORAMENTO DA GESTAO DO SUS";;;30.000,00;1.350,00;1.350,00;1.350,00;1.350,00;100,00
;;;"APERFEICOAMENTO DA GESTAO DO TRABALHO E EDUCACAO EM SAUDE";;30.000,00;1.350,00;1.350,00;1.350,00;1.350,00;100,00
;;;;"APERFEICOAMENTO DA GESTAO DO TRABALHO E EDUCACAO EM SAUDE";30.000,00;1.350,00;1.350,00;1.350,00;1.350,00;100,00
;"Outros Encargos Especiais";;;;8.273.200,00;9.624.780,00;9.624.763,41;9.624.763,41;8.878.756,65;92,25
;;"APRIMORAMENTO DA GESTAO DO SUS";;;8.273.200,00;9.624.780,00;9.624.763,41;9.624.763,41;8.878.756,65;92,25
;;;"CONTRIBUICAO PATRONAL DO FMS AO INSTITUTO DE PREVIDENCIA   INSS";;4.113.200,00;3.874.190,00;3.874.180,20;3.874.180,20;3.584.097,26;92,51
;;;;"CONTRIBUICAO PATRONAL DO FMS AO INSTITUTO DE PREVIDENCIA   INSS";4.113.200,00;3.874.190,00;3.874.180,20;3.874.180,20;3.584.097,26;92,51
;;;"CONTRIBUICAO PATRONAL DO FUNDO MUNICIPAL DE SAUDE AO PREVIPAULISTA";;4.160.000,00;5.750.590,00;5.750.583,21;5.750.583,21;5.294.659,39;92,07
;;;;"CONTRIBUICAO PATRONAL DO FUNDO MUNICIPAL DE SAUDE AO PREVIPAULISTA";4.160.000,00;5.750.590,00;5.750.583,21;5.750.583,21;5.294.659,39;92,07
;"Planejamento e Orcamento";;;;23.400,00;0,00;0,00;0,00;0,00;0,00
;;"CONSOLIDACAO E AMPLIACAO DA ATENCAO BASICA";;;23.400,00;0,00;0,00;0,00;0,00;0,00
;;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO E GESTAO DA SAUDE";;23.400,00;0,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO E GESTAO DA SAUDE";23.400,00;0,00;0,00;0,00;0,00;0,00
;"Protecao e Beneficios ao Trabalhador";;;;2.971.800,00;2.495.680,00;2.495.670,95;2.495.670,95;2.302.141,84;92,25
;;"APRIMORAMENTO DA GESTAO DO SUS";;;2.971.800,00;2.495.680,00;2.495.670,95;2.495.670,95;2.302.141,84;92,25
;;;"ENCARGOS COM BENEFICIOS AOS SERVIDORES";;2.971.800,00;2.495.680,00;2.495.670,95;2.495.670,95;2.302.141,84;92,25
;;;;"ENCARGOS COM BENEFICIOS AOS SERVIDORES";2.971.800,00;2.495.680,00;2.495.670,95;2.495.670,95;2.302.141,84;92,25
;"Suporte Profilatico e Terapeutico";;;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;"QUALIFICAR A ASSISTENCIA FARMACEUTICA";;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO E MANUTENCAO DAS PRATICAS INTEGRATIVAS E COMPLEMENTARES";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO E MANUTENCAO DAS PRATICAS INTEGRATIVAS E COMPLEMENTARES";20.000,00;0,00;0,00;0,00;0,00;0,00
;"Vigilancia Epidemiologica";;;;1.150.800,00;1.404.750,00;1.257.348,57;1.133.324,68;1.060.420,39;84,34
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;1.150.800,00;1.404.750,00;1.257.348,57;1.133.324,68;1.060.420,39;84,34
;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA EPIDEMIOLOGICA";;864.200,00;1.362.150,00;1.229.926,83;1.105.902,94;1.033.444,50;84,02
;;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA EPIDEMIOLOGICA";864.200,00;1.362.150,00;1.229.926,83;1.105.902,94;1.033.444,50;84,02
;;;"FORTALECIMENTO DAS ACOES DE CONTROLE DST AIDS";;286.600,00;42.600,00;27.421,74;27.421,74;26.975,89;98,37
;;;;"FORTALECIMENTO DAS ACOES DE CONTROLE DST AIDS";286.600,00;42.600,00;27.421,74;27.421,74;26.975,89;98,37
;"Vigilancia Sanitaria";;;;782.500,00;458.050,00;368.408,55;357.928,55;329.786,01;89,52
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;542.500,00;326.150,00;236.524,55;236.524,55;221.715,01;93,74
;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA SANITARIA";;542.500,00;326.150,00;236.524,55;236.524,55;221.715,01;93,74
;;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA SANITARIA";542.500,00;326.150,00;236.524,55;236.524,55;221.715,01;93,74
;;"GESTAO DE RESIDUOS SOLIDOS DOS SERVICOS DE SAUDE";;;240.000,00;131.900,00;131.884,00;121.404,00;108.071,00;81,94
;;;"COLETA DO LIXO HOSPITALAR";;240.000,00;131.900,00;131.884,00;121.404,00;108.071,00;81,94
;;;;"COLETA DO LIXO HOSPITALAR";240.000,00;131.900,00;131.884,00;121.404,00;108.071,00;81,94
"Seguranca Publica";;;;;6.037.600,00;7.050.710,00;6.952.219,94;6.951.257,14;6.166.273,06;88,70
;"Administracao Geral";;;;5.392.000,00;6.586.550,00;6.488.084,73;6.488.084,73;5.862.587,16;90,36
;;"APOIO ADMINISTRATIVO AS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;;262.100,00;426.220,00;422.560,21;422.560,21;378.354,22;89,54
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;262.100,00;426.220,00;422.560,21;422.560,21;378.354,22;89,54
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";262.100,00;426.220,00;422.560,21;422.560,21;378.354,22;89,54
;;"GESTAO DAS POLITICAS DE SEGURANCA CIDADA";;;488.700,00;459.570,00;364.787,35;364.787,35;335.743,72;92,04
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL";;199.800,00;90.960,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL";199.800,00;90.960,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;288.900,00;368.610,00;364.787,35;364.787,35;335.743,72;92,04
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";288.900,00;368.610,00;364.787,35;364.787,35;335.743,72;92,04
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;4.641.200,00;5.700.760,00;5.700.737,17;5.700.737,17;5.148.489,22;90,31
;;;"PROMOCAO DAS ACOES DA GUARDA PATRIMONIAL";;4.641.200,00;5.700.760,00;5.700.737,17;5.700.737,17;5.148.489,22;90,31
;;;;"PROMOCAO DAS ACOES DA GUARDA PATRIMONIAL";4.641.200,00;5.700.760,00;5.700.737,17;5.700.737,17;5.148.489,22;90,31
;"Defesa Civil";;;;410.600,00;394.050,00;394.031,21;393.068,41;270.685,90;68,70
;;"SEGURANCA CIDADA";;;410.600,00;394.050,00;394.031,21;393.068,41;270.685,90;68,70
;;;"ACOES DE APOIO A DEFESA CIVIL";;410.600,00;394.050,00;394.031,21;393.068,41;270.685,90;68,70
;;;;"ACOES DE APOIO A DEFESA CIVIL";410.600,00;394.050,00;394.031,21;393.068,41;270.685,90;68,70
;"Informacoes e Inteligencia";;;;235.000,00;70.110,00;70.104,00;70.104,00;33.000,00;47,07
;;"SEGURANCA CIDADA";;;235.000,00;70.110,00;70.104,00;70.104,00;33.000,00;47,07
;;;"APOIO AS ACOES DE SEGURANCA CIDADA MUNICIPAL";;235.000,00;70.110,00;70.104,00;70.104,00;33.000,00;47,07
;;;;"APOIO AS ACOES DE SEGURANCA CIDADA MUNICIPAL";235.000,00;70.110,00;70.104,00;70.104,00;33.000,00;47,07
"Trabalho";;;;;86.000,00;0,00;0,00;0,00;0,00;0,00
;"Fomento ao Trabalho";;;;86.000,00;0,00;0,00;0,00;0,00;0,00
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;86.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO A GERACAO DE EMPREGO E RENDA DO MUNICIPIO";;21.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO A GERACAO DE EMPREGO E RENDA DO MUNICIPIO";21.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO A IMPLANTACAO DE DISTRITO INDUSTRIAL";;65.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO A IMPLANTACAO DE DISTRITO INDUSTRIAL";65.000,00;0,00;0,00;0,00;0,00;0,00
"Transporte";;;;;8.466.200,00;7.417.000,00;7.285.704,79;6.913.749,49;6.276.441,92;86,15
;"Administracao Geral";;;;2.414.800,00;2.218.360,00;2.127.633,50;1.755.678,20;1.519.411,68;71,41
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DA DESENVOLVIMENTO DE MOBILIDADE E TRANSPORTE";;;2.121.800,00;1.934.380,00;1.843.667,32;1.471.712,02;1.258.408,05;68,26
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;2.121.800,00;1.934.380,00;1.843.667,32;1.471.712,02;1.258.408,05;68,26
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";2.121.800,00;1.934.380,00;1.843.667,32;1.471.712,02;1.258.408,05;68,26
