Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;"Recuperacao de Areas Degradadas";;;;5.310.000,00;3.383.670,00;194.764,02;158.611,34;158.611,34;81,44
;;"CONTENCAO DAS ENCOSTAS";;;5.050.000,00;3.383.670,00;194.764,02;158.611,34;158.611,34;81,44
;;;"OBRAS DE PROTECAO DE ENCOSTAS";;5.050.000,00;3.383.670,00;194.764,02;158.611,34;158.611,34;81,44
;;;;"OBRAS DE PROTECAO DE ENCOSTAS";5.050.000,00;3.383.670,00;194.764,02;158.611,34;158.611,34;81,44
;;"VALORIZACAO DA ORLA DO PAULISTA";;;260.000,00;0,00;0,00;0,00;0,00;0,00
;;;"OBRAS DE PROTECAO LITORANEA CONTRA O AVANCO DO MAR";;260.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"OBRAS DE PROTECAO LITORANEA CONTRA O AVANCO DO MAR";260.000,00;0,00;0,00;0,00;0,00;0,00
"Habitacao";;;;;288.500,00;50.480,00;50.477,51;44.258,95;44.258,95;87,68
;"Administracao Geral";;;;85.000,00;50.480,00;50.477,51;44.258,95;44.258,95;87,68
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;;85.000,00;50.480,00;50.477,51;44.258,95;44.258,95;87,68
;;;"APOIO ADMINISTRATIVO A PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";;85.000,00;50.480,00;50.477,51;44.258,95;44.258,95;87,68
;;;;"APOIO ADMINISTRATIVO A PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";85.000,00;50.480,00;50.477,51;44.258,95;44.258,95;87,68
;"Habitacao Rural";;;;13.000,00;0,00;0,00;0,00;0,00;0,00
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;13.000,00;0,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS";;13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS";13.000,00;0,00;0,00;0,00;0,00;0,00
;"Habitacao Urbana";;;;165.500,00;0,00;0,00;0,00;0,00;0,00
;;"HABITACAO COM QUALIDADE";;;15.500,00;0,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";;15.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";15.500,00;0,00;0,00;0,00;0,00;0,00
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;150.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PROJETOS  CONSTRUCOES E REFORMAS DE PREDIOS CAIXOES";;150.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROJETOS  CONSTRUCOES E REFORMAS DE PREDIOS CAIXOES";150.000,00;0,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;25.000,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS HABITACIONAIS DO MUNICIPIO";;;25.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;25.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";25.000,00;0,00;0,00;0,00;0,00;0,00
"Industria";;;;;40.000,00;0,00;0,00;0,00;0,00;0,00
;"Promocao Industrial";;;;40.000,00;0,00;0,00;0,00;0,00;0,00
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";40.000,00;0,00;0,00;0,00;0,00;0,00
"Legislativa";;;;;13.720.400,00;15.839.400,00;15.822.848,01;15.806.387,36;15.806.387,36;99,90
;"Acao Legislativa";;;;3.195.800,00;2.948.800,00;2.944.276,00;2.944.276,00;2.944.276,00;100,00
;;"GESTAO LEGISLATIVA EFICAZ";;;3.195.800,00;2.948.800,00;2.944.276,00;2.944.276,00;2.944.276,00;100,00
;;;"ACOES LEGISLATIVAS";;3.185.800,00;2.948.800,00;2.944.276,00;2.944.276,00;2.944.276,00;100,00
;;;;"ACOES LEGISLATIVAS";3.185.800,00;2.948.800,00;2.944.276,00;2.944.276,00;2.944.276,00;100,00
;;;"MANUTENCAO DA ESCOLA DO LEGISLATIVO";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA ESCOLA DO LEGISLATIVO";10.000,00;0,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;10.524.600,00;12.890.600,00;12.878.572,01;12.862.111,36;12.862.111,36;99,87
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;10.484.600,00;12.890.600,00;12.878.572,01;12.862.111,36;12.862.111,36;99,87
;;;"GESTAO ADMINISTRATIVA DA CAMARA DE VEREADORES";;10.409.600,00;12.830.600,00;12.818.572,01;12.802.111,36;12.802.111,36;99,87
;;;;"GESTAO ADMINISTRATIVA DA CAMARA DE VEREADORES";10.409.600,00;12.830.600,00;12.818.572,01;12.802.111,36;12.802.111,36;99,87
;;;"INFORMATIZACAO DOS PROCESSOS ADMINISTRATIVOS DA CAMARA DE VEREADORES";;75.000,00;60.000,00;60.000,00;60.000,00;60.000,00;100,00
;;;;"INFORMATIZACAO DOS PROCESSOS ADMINISTRATIVOS DA CAMARA DE VEREADORES";75.000,00;60.000,00;60.000,00;60.000,00;60.000,00;100,00
;;"GESTAO LEGISLATIVA EFICAZ";;;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;"REFORMA E AMPLIACAO DAS DEPENDENCIAS DA CAMARA MUNICIPAL";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"REFORMA E AMPLIACAO DAS DEPENDENCIAS DA CAMARA MUNICIPAL";40.000,00;0,00;0,00;0,00;0,00;0,00
"Previdencia Social";;;;;81.369.700,00;89.235.750,00;89.105.980,65;89.105.980,65;89.093.178,16;99,99
;"Administracao Geral";;;;3.087.600,00;2.772.780,00;2.643.069,12;2.643.069,12;2.630.266,63;99,52
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVIPAULISTA";;;3.087.600,00;2.772.780,00;2.643.069,12;2.643.069,12;2.630.266,63;99,52
;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO FINANCEIRO";;3.052.600,00;2.771.780,00;2.642.722,10;2.642.722,10;2.629.919,61;99,52
;;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO FINANCEIRO";3.052.600,00;2.771.780,00;2.642.722,10;2.642.722,10;2.629.919,61;99,52
;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO PREVIDENCIARIO";;5.000,00;1.000,00;347,02;347,02;347,02;100,00
;;;;"DIRECAO E GESTAO ADMINISTRATIVA DAS ACOES DO INSTITUTO DO PREVIPAULISTA   FUNDO PREVIDENCIARIO";5.000,00;1.000,00;347,02;347,02;347,02;100,00
;;;"IMPLANTACAO DA SEDE PROPRIA DO PREVIPAULISTA";;30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO DA SEDE PROPRIA DO PREVIPAULISTA";30.000,00;0,00;0,00;0,00;0,00;0,00
;"Assistencia Comunitaria";;;;50.000,00;7.640,00;7.632,00;7.632,00;7.632,00;100,00
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVIPAULISTA";;;50.000,00;7.640,00;7.632,00;7.632,00;7.632,00;100,00
;;;"GESTAO SOCIAL DO PREVIPAULISTA";;50.000,00;7.640,00;7.632,00;7.632,00;7.632,00;100,00
;;;;"GESTAO SOCIAL DO PREVIPAULISTA";50.000,00;7.640,00;7.632,00;7.632,00;7.632,00;100,00
;"Previdencia do Regime Estatutario";;;;78.232.100,00;86.455.330,00;86.455.279,53;86.455.279,53;86.455.279,53;100,00
;;"GESTAO DAS ACOES DO INSTITUTO DE PREVIDENCIA PREVIPAULISTA";;;78.232.100,00;86.455.330,00;86.455.279,53;86.455.279,53;86.455.279,53;100,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA CAMARA DE VEREADORES   FUNDO FINANCEIRO";;5.181.000,00;5.136.950,00;5.136.944,19;5.136.944,19;5.136.944,19;100,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA CAMARA DE VEREADORES   FUNDO FINANCEIRO";5.181.000,00;5.136.950,00;5.136.944,19;5.136.944,19;5.136.944,19;100,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE EDUCACAO   FUNDO FINANCEIRO";;45.504.000,00;52.578.310,00;52.578.285,07;52.578.285,07;52.578.285,07;100,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE EDUCACAO   FUNDO FINANCEIRO";45.504.000,00;52.578.310,00;52.578.285,07;52.578.285,07;52.578.285,07;100,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE SAUDE FMS   FUNDO FINANCEIRO";;5.104.800,00;5.476.190,00;5.476.184,44;5.476.184,44;5.476.184,44;100,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DA SECRETARIA DE SAUDE FMS   FUNDO FINANCEIRO";5.104.800,00;5.476.190,00;5.476.184,44;5.476.184,44;5.476.184,44;100,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO FINANCEIRO";;22.217.300,00;23.263.880,00;23.263.865,83;23.263.865,83;23.263.865,83;100,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO FINANCEIRO";22.217.300,00;23.263.880,00;23.263.865,83;23.263.865,83;23.263.865,83;100,00
;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO PREVIDENCIARIO";;225.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM INATIVOS E PENSIONISTAS DE OUTROS ORGAOS DA PREFEITURA   FUNDO PREVIDENCIARIO";225.000,00;0,00;0,00;0,00;0,00;0,00
"Reserva de Contingencia";;;;;14.263.000,00;2.396.950,00;0,00;0,00;0,00;0,00
;"Reserva de Contigencia";;;;10.263.000,00;2.396.950,00;0,00;0,00;0,00;0,00
;;"RESERVA DE CONTINGENCIA";;;10.263.000,00;2.396.950,00;0,00;0,00;0,00;0,00
;;;"RESERVA DO REGIME PROPRIO DE PREVIDENCIA DO SERVIDOR";;10.263.000,00;2.396.950,00;0,00;0,00;0,00;0,00
;;;;"RESERVA DO REGIME PROPRIO DE PREVIDENCIA DO SERVIDOR";10.263.000,00;2.396.950,00;0,00;0,00;0,00;0,00
;"Reserva de Contingencia";;;;4.000.000,00;0,00;0,00;0,00;0,00;0,00
;;"RESERVA DE CONTINGENCIA";;;4.000.000,00;0,00;0,00;0,00;0,00;0,00
;;;"RESERVA DE CONTIGENCIA";;4.000.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"RESERVA DE CONTIGENCIA";4.000.000,00;0,00;0,00;0,00;0,00;0,00
"Saneamento";;;;;100.000,00;0,00;0,00;0,00;0,00;0,00
;"Saneamento Basico Urbano";;;;100.000,00;0,00;0,00;0,00;0,00;0,00
;;"SANEAMENTO E VIDA";;;100.000,00;0,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO E AMPLIACAO DE OBRAS DE SANEAMENTO";;100.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO E AMPLIACAO DE OBRAS DE SANEAMENTO";100.000,00;0,00;0,00;0,00;0,00;0,00
"Saude";;;;;104.824.600,00;124.184.250,00;117.668.331,95;111.683.951,47;110.008.314,76;93,49
;"Administracao Geral";;;;10.090.000,00;18.591.590,00;18.244.548,02;17.065.984,07;17.055.994,07;93,49
;;"APERFEICOAMENTO DA ATENCAO ESPECIALIZADA EM SAUDE";;;0,00;7.294.640,00;6.988.499,80;6.599.440,98;6.595.156,98;94,37
;;;"ENFRENTAMENTO DA EMERGENCIA COVID 19";;0,00;7.294.640,00;6.988.499,80;6.599.440,98;6.595.156,98;94,37
;;;;"ENFRENTAMENTO DA EMERGENCIA COVID 19";0,00;7.294.640,00;6.988.499,80;6.599.440,98;6.595.156,98;94,37
;;"APRIMORAMENTO DA GESTAO SUS E DO CONTROLE SOCIAL";;;10.088.000,00;11.296.950,00;11.256.048,22;10.466.543,09;10.460.837,09;92,94
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";;346.000,00;406.070,00;406.054,57;364.918,91;364.918,91;89,87
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";346.000,00;406.070,00;406.054,57;364.918,91;364.918,91;89,87
;;;"FORTALECIMENTO DO CONTROLE SOCIAL DAS POLITICAS DE SAUDE";;114.000,00;8.370,00;8.325,00;4.022,41;4.022,41;48,32
;;;;"FORTALECIMENTO DO CONTROLE SOCIAL DAS POLITICAS DE SAUDE";114.000,00;8.370,00;8.325,00;4.022,41;4.022,41;48,32
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";;9.598.000,00;10.852.510,00;10.841.668,65;10.097.601,77;10.091.895,77;93,08
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SAUDE";9.598.000,00;10.852.510,00;10.841.668,65;10.097.601,77;10.091.895,77;93,08
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS E PROGRAMAS DE SAUDE";;30.000,00;30.000,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS E PROGRAMAS DE SAUDE";30.000,00;30.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE SAUDE DO MUNICIPIO";;;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SAUDE";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SAUDE";2.000,00;0,00;0,00;0,00;0,00;0,00
;"Assistencia Hospitalar e Ambulatorial";;;;25.304.000,00;31.164.741,52;29.477.512,99;28.084.497,94;27.794.095,16;94,29
;;"APERFEICOAMENTO DA ATENCAO ESPECIALIZADA EM SAUDE";;;25.304.000,00;31.164.741,52;29.477.512,99;28.084.497,94;27.794.095,16;94,29
;;;"DESENVOLVIMENTO E QUALIFICACAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";;25.125.000,00;30.463.188,90;28.776.761,99;27.386.546,94;27.096.144,16;94,16
;;;;"DESENVOLVIMENTO E QUALIFICACAO DA REDE ESPECIALIZADA PROPRIA DE SAUDE";25.125.000,00;30.463.188,90;28.776.761,99;27.386.546,94;27.096.144,16;94,16
;;;"MELHORIA DA INFRAESTRUTURA DA REDE ESPECIALIZADA PROPRIA DE SAUDE";;179.000,00;701.552,62;700.751,00;697.951,00;697.951,00;99,60
;;;;"MELHORIA DA INFRAESTRUTURA DA REDE ESPECIALIZADA PROPRIA DE SAUDE";179.000,00;701.552,62;700.751,00;697.951,00;697.951,00;99,60
;"Atencao Basica";;;;39.001.600,00;40.527.110,59;40.139.058,99;37.626.766,92;37.088.989,90;92,40
;;"CONSOLIDACAO E AMPLIACAO DA ATENCAO BASICA";;;39.001.600,00;40.527.110,59;40.139.058,99;37.626.766,92;37.088.989,90;92,40
;;;"EXPANSAO E APRIMORAMENTO DA INFRAESTRUTURA DA ATENCAO BASICA DE SAUDE";;3.247.000,00;4.090.123,06;3.856.288,75;3.766.114,75;3.651.636,53;94,69
;;;;"EXPANSAO E APRIMORAMENTO DA INFRAESTRUTURA DA ATENCAO BASICA DE SAUDE";3.247.000,00;4.090.123,06;3.856.288,75;3.766.114,75;3.651.636,53;94,69
;;;"MANUTENCAO E QUALIFICACAODA REDE BASICA DE SAUDE";;35.754.600,00;36.436.987,53;36.282.770,24;33.860.652,17;33.437.353,37;92,16
;;;;"MANUTENCAO E QUALIFICACAODA REDE BASICA DE SAUDE";35.754.600,00;36.436.987,53;36.282.770,24;33.860.652,17;33.437.353,37;92,16
;"Controle Ambiental";;;;6.535.000,00;7.108.640,00;5.174.879,01;4.842.711,47;4.819.851,47;93,14
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;6.535.000,00;7.108.640,00;5.174.879,01;4.842.711,47;4.819.851,47;93,14
;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA AMBIENTAL";;6.535.000,00;7.108.640,00;5.174.879,01;4.842.711,47;4.819.851,47;93,14
;;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA AMBIENTAL";6.535.000,00;7.108.640,00;5.174.879,01;4.842.711,47;4.819.851,47;93,14
;"Outros Encargos Especiais";;;;12.705.000,00;14.444.520,00;14.444.499,69;14.261.518,55;13.500.024,49;93,46
;;"APRIMORAMENTO DA GESTAO SUS E DO CONTROLE SOCIAL";;;12.705.000,00;14.444.520,00;14.444.499,69;14.261.518,55;13.500.024,49;93,46
;;;"CONTRIBUICAO PATRONAL DO FMS AO INSTITUTO DE PREVIDENCIA SOCIAL   INSS";;1.500.000,00;1.992.820,00;1.992.814,60;1.992.814,60;1.992.814,60;100,00
;;;;"CONTRIBUICAO PATRONAL DO FMS AO INSTITUTO DE PREVIDENCIA SOCIAL   INSS";1.500.000,00;1.992.820,00;1.992.814,60;1.992.814,60;1.992.814,60;100,00
;;;"CONTRIBUICAO PATRONAL DO FUNDO MUNICIPAL DE SAUDE AO PREVIPAULISTA";;8.300.000,00;9.692.020,00;9.692.010,58;9.692.010,58;8.930.516,52;92,14
;;;;"CONTRIBUICAO PATRONAL DO FUNDO MUNICIPAL DE SAUDE AO PREVIPAULISTA";8.300.000,00;9.692.020,00;9.692.010,58;9.692.010,58;8.930.516,52;92,14
;;;"ENCARGOS COM AUXILIO TRANSPORTE AOS SERVIDORES DA SAUDE";;2.905.000,00;2.759.680,00;2.759.674,51;2.576.693,37;2.576.693,37;93,37
;;;;"ENCARGOS COM AUXILIO TRANSPORTE AOS SERVIDORES DA SAUDE";2.905.000,00;2.759.680,00;2.759.674,51;2.576.693,37;2.576.693,37;93,37
;"Planejamento e Orcamento";;;;66.000,00;0,00;0,00;0,00;0,00;0,00
;;"APRIMORAMENTO DA GESTAO SUS E DO CONTROLE SOCIAL";;;66.000,00;0,00;0,00;0,00;0,00;0,00
;;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO E GESTAO DA SAUDE";;66.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DAS ACOES DE PLANEJAMENTO E GESTAO DA SAUDE";66.000,00;0,00;0,00;0,00;0,00;0,00
;"Suporte Profilatico e Terapeutico";;;;7.485.000,00;9.641.047,89;8.950.086,11;8.601.817,29;8.592.562,66;96,01
;;"QUALIFICAR A ASSISTENCIA FARMACEUTICA";;;7.485.000,00;9.641.047,89;8.950.086,11;8.601.817,29;8.592.562,66;96,01
;;;"DESENVOLVIMENTO DA POLITICA DE ASSISTENCIA FARMACEUTICA";;7.485.000,00;9.641.047,89;8.950.086,11;8.601.817,29;8.592.562,66;96,01
;;;;"DESENVOLVIMENTO DA POLITICA DE ASSISTENCIA FARMACEUTICA";7.485.000,00;9.641.047,89;8.950.086,11;8.601.817,29;8.592.562,66;96,01
;"Vigilancia Epidemiologica";;;;2.992.000,00;2.304.370,00;909.446,72;889.253,73;845.395,51;92,96
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;2.992.000,00;2.304.370,00;909.446,72;889.253,73;845.395,51;92,96
;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA EPIDEMIOLOGICA";;2.992.000,00;935.270,00;909.446,72;889.253,73;845.395,51;92,96
;;;;"DESENVOLVIMENTO DAS ACOES DE VIGILANCIA EPIDEMIOLOGICA";2.992.000,00;935.270,00;909.446,72;889.253,73;845.395,51;92,96
;;;"FORTALECIMENTO DAS ACOES DE EDUCACAO EM VIGILANCIA EPIDEMIOLOGICA";;0,00;1.369.100,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DAS ACOES DE EDUCACAO EM VIGILANCIA EPIDEMIOLOGICA";0,00;1.369.100,00;0,00;0,00;0,00;0,00
;"Vigilancia Sanitaria";;;;646.000,00;402.230,00;328.300,42;311.401,50;311.401,50;94,85
;;"CONSOLIDACAO E APERFEICOAMENTO DO MODELO DE VIGILANCIA A SAUDE";;;646.000,00;402.230,00;328.300,42;311.401,50;311.401,50;94,85
;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA SANITARIA";;646.000,00;402.230,00;328.300,42;311.401,50;311.401,50;94,85
;;;;"FORTALECIMENTO DAS ACOES DE VIGILANCIA SANITARIA";646.000,00;402.230,00;328.300,42;311.401,50;311.401,50;94,85
"Seguranca Publica";;;;;11.610.500,00;10.680.716,00;10.601.341,12;10.588.679,58;10.538.094,58;99,40
;"Administracao Geral";;;;10.008.000,00;10.238.216,00;10.238.174,07;10.225.911,54;10.225.911,54;99,88
;;"APOIO ADMINISTRATIVO AS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;;632.800,00;648.326,00;648.312,70;638.312,70;638.312,70;98,46
;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;632.800,00;648.326,00;648.312,70;638.312,70;638.312,70;98,46
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";632.800,00;648.326,00;648.312,70;638.312,70;638.312,70;98,46
;;"GESTAO DAS POLITICAS DE SEGURANCA CIDADA";;;194.000,00;366.930,00;366.921,24;366.823,71;366.823,71;99,97
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL";;188.000,00;366.230,00;366.221,24;366.221,24;366.221,24;100,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE SEGURANCA CIDADA E DEFESA CIVIL";188.000,00;366.230,00;366.221,24;366.221,24;366.221,24;100,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";;6.000,00;700,00;700,00;602,47;602,47;86,07
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DO FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA";6.000,00;700,00;700,00;602,47;602,47;86,07
;;"GESTAO DOS PROCESSOS ADMINISTRATIVOS DO MUNICIPIO";;;9.181.200,00;9.222.960,00;9.222.940,13;9.220.775,13;9.220.775,13;99,98
;;;"PROMOCAO DAS ACOES DA GUARDA PATRIMONIAL";;9.181.200,00;9.222.960,00;9.222.940,13;9.220.775,13;9.220.775,13;99,98
;;;;"PROMOCAO DAS ACOES DA GUARDA PATRIMONIAL";9.181.200,00;9.222.960,00;9.222.940,13;9.220.775,13;9.220.775,13;99,98
;"Defesa Civil";;;;1.440.500,00;283.780,00;204.452,05;204.053,04;171.103,04;83,69
;;"SEGURANCA CIDADA";;;1.440.500,00;283.780,00;204.452,05;204.053,04;171.103,04;83,69
;;;"ACOES DE APOIO A DEFESA CIVIL";;1.440.500,00;283.780,00;204.452,05;204.053,04;171.103,04;83,69
;;;;"ACOES DE APOIO A DEFESA CIVIL";1.440.500,00;283.780,00;204.452,05;204.053,04;171.103,04;83,69
;"Informacoes e Inteligencia";;;;162.000,00;158.720,00;158.715,00;158.715,00;141.080,00;88,89
;;"SEGURANCA CIDADA";;;162.000,00;158.720,00;158.715,00;158.715,00;141.080,00;88,89
;;;"APOIO AS ACOES DE SEGURANCA CIDADA MUNICIPAL";;162.000,00;158.720,00;158.715,00;158.715,00;141.080,00;88,89
;;;;"APOIO AS ACOES DE SEGURANCA CIDADA MUNICIPAL";162.000,00;158.720,00;158.715,00;158.715,00;141.080,00;88,89
"Trabalho";;;;;100.000,00;0,00;0,00;0,00;0,00;0,00
;"Fomento ao Trabalho";;;;100.000,00;0,00;0,00;0,00;0,00;0,00
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;100.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO A GERACAO DE EMPREGO E RENDA DO MUNICIPIO";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO A GERACAO DE EMPREGO E RENDA DO MUNICIPIO";40.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO A IMPLANTACAO DE DISTRITO INDUSTRIAL";;60.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO A IMPLANTACAO DE DISTRITO INDUSTRIAL";60.000,00;0,00;0,00;0,00;0,00;0,00
"Transporte";;;;;11.377.600,00;11.239.222,00;11.219.355,28;10.820.057,99;10.620.534,16;94,66
;"Administracao Geral";;;;2.247.300,00;2.701.302,00;2.681.520,19;2.597.503,42;2.533.536,85;94,48
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DA DESENVOLVIMENTO DE MOBILIDADE E TRANSPORTE";;;1.663.500,00;1.981.042,00;1.961.279,33;1.877.262,56;1.813.295,99;92,45
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;1.663.500,00;1.981.042,00;1.961.279,33;1.877.262,56;1.813.295,99;92,45
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";1.663.500,00;1.981.042,00;1.961.279,33;1.877.262,56;1.813.295,99;92,45
;;"GESTAO DAS POLITICAS DE MOBILIDADE E TRANSPORTE DO MUNICIPIO";;;583.800,00;720.260,00;720.240,86;720.240,86;720.240,86;100,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;583.800,00;720.260,00;720.240,86;720.240,86;720.240,86;100,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";583.800,00;720.260,00;720.240,86;720.240,86;720.240,86;100,00
;"Planejamento e Orcamento";;;;16.000,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE MOBILIDADE E TRANSPORTE DO MUNICIPIO";;;16.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE MOBILIDADE E ADMINISTRACAO DAS REGIONAIS";;16.000,00;0,00;0,00;0,00;0,00;0,00
